"GSM712478"	"GSM712479"	"GSM712480"	"GSM712481"	"GSM712482"	"GSM712483"	"GSM712484"	"GSM712485"	"GSM712486"	"GSM712487"	"GSM712488"	"GSM712489"	"GSM712490"	"GSM712491"	"GSM712492"	"GSM712493"	"GSM712494"	"GSM712495"	"GSM712496"	"GSM712497"	"GSM712498"	"GSM712499"	"GSM712500"	"GSM712501"	"GSM712502"	"GSM712503"	"GSM712504"	"GSM712505"	"GSM712506"	"GSM712507"
"LOC157562"	8.0901	8.2497	6.7005	5.2908	6.8505	6.7015	6.9631	7.8628	8.1114	8.2771	8.4223	8.0359	8.7117	8.1976	8.2498	8.2867	8.4616	8.316	7.5756	8.837	8.0176	8.1825	8.4567	8.5868	7.9691	8.3476	7.9179	7.7953	8.6609	8.6257
"LOC157860"	4.3206	4.1592	3.5835	7.5726	4.9717	3.5874	4.7081	4.9613	6.5312	4.5974	7.0368	3.4885	4.9165	3.8047	5.4985	5.582	4.1834	3.8602	5.386	5.7209	5.3409	2.1322	4.1568	6.632	3.6812	5.3923	5.1066	6.144	4.9566	4.6553
"LOC158402"	7.2014	3.7161	6.2036	4.8918	6.7415	6.6709	7.2701	3.4563	6.5424	6.206	6.0722	7.2811	6.819	6.0249	6.3962	6.8139	7.449	5.9412	4.2367	6.5432	6.3087	7.2248	8.6115	5.9172	6.5717	6.2117	7.1373	6.6253	3.8003	7.0054
"LOC158402///RP11-4O1.2"	7.9717	7.1493	7.5488	7.3576	7.9384	7.1046	8.1095	8.511	7.9355	8.2445	7.1563	7.8455	7.0976	6.9041	7.8359	7.0262	7.1325	7.3814	7.1163	7.6539	8.5835	7.425	8.0785	7.4042	6.4296	7.4541	8.411	8.4487	8.1821	7.984
"LOC158960"	10.2779	9.691	9.7795	10.4161	10.2015	10.1075	10.772	10.1468	9.2667	10.3201	10.4489	10.2225	9.8627	10.2218	10.3016	10.1804	9.8558	9.9894	10.4161	10.5423	10.8001	9.4889	9.768	9.3697	10.1673	10.4057	11.0127	10.8572	10.5397	10.6481
"LOC200772"	5.3465	5.496	4.6657	5.3038	3.5085	2.972	4.3005	5.5812	3.0884	3.9163	4.8916	5.0934	3.598	5.3763	4.9629	7.1318	7.0476	5.1162	6.4484	5.5906	7.1317	6.7282	7.0423	4.5238	4.831	5.076	5.6729	7.8028	7.3587	7.0839
"LOC202025"	8.7256	9.5942	9.3291	8.8049	9.9332	9.1452	9.199	10.5145	9.5943	9.885	9.919	10.3933	10.2577	10.2184	9.7163	10.2445	10.1837	9.9484	10.3224	9.1295	10.1066	10.5985	10.1727	9.74	9.7803	10.2192	9.9776	8.9997	8.8365	9.5174
"LOC221122"	6.5239	4.6422	5.9088	6.5225	5.7008	5.8518	6.2424	4.8813	4.8889	4.228	5.628	5.8284	5.0244	5.1946	4.8701	5.2606	3.5463	5.9049	5.4569	4.7481	5.3115	4.8267	5.4153	5.8856	4.7933	5.7552	6.372	6.631	5.6765	5.8196
"LOC253044"	7.2976	8.1475	6.7414	7.1915	5.46	6.5708	5.0447	8.1909	5.3559	6.4277	7.37	5.6418	5.794	6.125	6.241	6.6649	6.892	5.2357	6.8636	7.9035	6.5377	5.2311	6.9135	6.8391	6.6707	5.5124	5.1452	8.8607	6.0281	6.8945
"LOC253573"	6.3975	6.5586	6.0895	2.9854	5.1056	5.8398	7.4508	4.9108	5.8774	5.0564	2.1714	1.7226	1.1461	5.4101	4.6031	4.7833	3.9843	6.1528	6.3309	3.8276	3.6799	4.8967	3.7977	6.2062	5.4057	6.2675	5	4.9961	4.3997	7.2514
"LOC254028"	6.4609	5.5126	5.1939	5.2621	4.4936	5.8434	5.5368	6.9345	6.8516	6.2237	7.1399	6.0748	7.2022	6.5415	4.8962	5.9443	5.6104	6.752	5.758	5.2716	6.2702	7.3415	5.3127	5.0204	6.874	6.7936	6.235	3.7683	5.8827	5.8758
"LOC254896///TNFRSF10C"	10.4683	10.7799	10.469	10.8016	11.1855	11.011	10.498	10.2532	9.8167	9.8754	10.1663	10.5689	10.9895	10.9702	11.1743	11.3512	10.1309	11.0936	10.8337	10.2769	9.5691	10.7777	10.7603	11.0922	10.7408	10.3342	10.5121	10.4679	10.6758	10.6253
"LOC255177"	3.2392	3.7294	4.3099	3.971	2.0554	3.8682	4.9362	4.2981	5.1783	4.0235	1.8413	2.3509	3.3032	2.4167	6.237	2.9952	2.8735	3.532	3.382	4.754	3.5503	3.385	3.3165	3.9564	2.1279	3.8727	3.061	4.1037	4.4123	3.6527
"LOC255654"	4.0095	4.4294	3.4196	4.6676	4.4799	4.1054	4.6019	5.4129	3.1154	3.7312	4.3739	4.0079	3.4526	3.8004	4.623	4.6039	3.0859	3.9554	3.964	4.9284	4.3311	3.2102	4.4919	4.369	4.7444	5.081	6.5622	5.4634	4.6737	5.3773
"LOC257396"	4.0543	6.5119	4.9083	3.0551	2.6693	6.6571	3.7243	4.2238	5.5646	4.3671	6.6331	5.6765	6.5203	6.4605	6.5038	6.6166	5.8423	3.921	7.1373	3.9504	7.3631	5.8326	6.2601	6.7284	3.3017	6.7831	6.3293	4.0429	2.192	6.068
"LOC283038"	3.3315	5.5494	3.9024	4.0038	1.5148	2.86	1.7561	3.4881	5.2464	3.2465	5.7838	6.4129	3.4926	3.5907	4.2805	4.0999	3.2597	3.3299	5.8789	3.506	3.8814	4.036	2.4051	5.9303	2.8588	6.031	4.7378	6.6203	3.4931	3.6536
"LOC283045"	9.3192	7.8795	8.0685	8.348	7.8777	8.4545	8.1047	8.0519	7.5784	7.266	8.1786	8.2169	6.5538	7.9214	7.3156	7.7608	6.2198	7.8266	8.3769	8.3822	7.3866	6.2647	6.0582	7.3709	8.1067	6.9574	8.4561	8.4802	7.1871	8.43
"LOC283070"	10.6417	10.8255	8.8608	8.6238	10.4263	9.4692	8.7021	10.7936	8.0598	9.2191	10.6547	11.1333	10.7897	10.9585	10.677	10.3084	11.1754	10.9697	11.1864	11.201	10.8799	11.242	10.6655	11.4684	11.1702	10.4635	10.5465	11.1382	10.6572	10.7336
"LOC283177"	7.6949	7.153	6.7474	7.1288	6.3241	6.6301	7.2077	7.1809	6.3628	6.4414	6.721	6.8148	6.8227	6.1394	6.8933	6.0694	7.5339	7.1245	7.0532	6.6675	7.1067	6.1716	5.9455	7.2787	6.2116	6.7333	7.8159	7.3969	7.2777	6.9077
"LOC283194"	6.4076	5.9745	5.3998	5.6307	7.6836	7.0133	7.2649	5.7265	3.3875	6.988	6.5245	6.005	4.5665	5.2131	5.1295	5.0555	5.3049	5.8377	7.4238	6.3223	5.7642	3.7922	6.5948	6.4144	6.3116	5.5545	5.5469	5.785	5.694	6.1713
"LOC283214"	7.0482	5.8435	4.2134	3.9494	3.4076	3.0048	3.1955	4.958	2.4922	6.4045	1.6675	4.2296	3.1705	4.052	4.7467	5.0141	5.7899	6.7725	4.8555	1.6932	6.8192	5.7712	4.5288	5.6612	6.2981	6.5494	3.5034	6.9228	4.0261	5.9598
"LOC283335"	8.574	7.6007	8.3039	7.5732	7.5311	7.7587	7.7848	6.7543	8.0209	8.1245	7.3575	6.8918	8.1391	7.7487	8.3624	8.1086	7.5003	8.2544	8.1325	8.6587	4.4426	7.4288	7.9771	7.6567	8.5983	7.366	7.8645	8.1773	7.4752	8.0168
"LOC283352"	7.1969	6.6932	6.135	4.9151	5.3289	3.4295	3.2012	5.5156	3.2332	5.3148	4.327	4.0838	5.0175	4.5306	6.077	5.5281	2.6205	4.7991	4.4264	6.1768	3.9628	4.1608	2.2489	4.3857	4.7309	5.5294	5.7695	4.7691	3.0572	4.9302
"LOC283357"	9.4806	10.5474	9.8332	9.1892	9.8215	9.2401	9.4624	9.8752	10.418	9.8923	9.7021	9.4506	9.8433	10.2219	9.2995	10.1904	10.1221	9.8347	9.4019	9.4103	9.8786	10.2907	9.734	10.1932	9.7648	9.8471	10.1284	9.5179	9.0358	9.3874
"LOC283387"	7.8233	3.2684	5.1639	7.2862	6.5651	7.4842	6.7489	4.1107	6.2639	7.1979	5.2674	7.0568	6.5029	4.833	6.9215	3.9913	6.0157	7.391	6.1968	7.2547	7.8168	6.0902	6.7213	7.4193	4.7099	6.1675	7.9926	7.3101	6.6899	3.5149
"LOC283435"	6.7615	6.7767	6.4563	7.075	6.8191	4.0514	5.0245	5.2826	6.7657	4.8241	6.9248	6.1816	5.8682	6.1736	7.1584	6.0173	5.8386	4.0208	6.2737	5.4762	6.7103	5.4743	4.4512	6.3892	6.0289	3.0716	6.5706	7.3571	7.3067	7.337
"LOC283585"	7.3841	7.4894	6.9477	6.7658	6.4093	7.2801	6.2484	6.9843	5.5265	6.556	5.9588	6.3869	4.9849	5.4636	5.7813	6.3078	6.3561	7.3967	6.5639	7.3647	6.0115	5.9866	6.114	6.7858	6.1641	6.1231	6.6739	7.2033	7.4089	6.6969
"LOC283682"	2.9848	3.4253	2.1192	5.2502	3.1333	4.9023	1.8587	3.9816	4.8601	3.6324	6.1879	4.5165	3.5699	3.7033	3.798	6.7753	2.7311	3.6352	3.5636	7.6188	3.6152	4.5686	3.1598	3.232	3.9301	6.8816	4.9342	3.1842	4.7568	4.1335
"LOC283692"	3.7949	4.8622	4.278	4.1458	2.3803	2.5328	4.7523	3.4086	0.9535	6.0902	4.8987	3.0065	4.0454	4.0657	2.9861	3.7076	2.3938	4.3184	2.6107	3.9594	4.757	3.1004	3.9543	2.121	2.7656	3.8949	6.0857	4.6569	3.8662	4.2542
"LOC283731"	7.45	4.2986	5.771	5.2094	3.4098	3.8875	6.4281	2.8421	5.864	5.3911	6.3957	4.6536	5.4223	5.1461	5.1759	6.5099	4.9354	4.902	5.5035	6.6763	2.9802	6.186	5.2764	6.0523	5.112	6.705	7.333	4.636	7.252	6.3884
"LOC283856"	7.3645	7.5696	6.659	6.8249	6.0042	6.84	7.4817	6.3825	6.2604	6.2476	6.1855	7.4231	7.1141	7.2929	6.7411	7.1506	6.768	6.9086	6.2028	7.3538	7.5716	6.5628	5.3824	6.6854	6.6014	7.3601	7.5922	7.039	6.17	8.1084
"LOC283861"	7.3946	3.4524	6.9293	3.7549	6.3072	4.5471	6.751	5.9893	5.7888	7.2303	6.2882	6.6526	7.3194	7.0497	5.1742	7.8066	6.117	7.1233	7.4749	5.8258	8.413	6.3757	6.9278	7.0027	6.086	7.6163	7.1532	7.516	4.9872	7.2529
"LOC283887"	6.9146	6.2201	7.1904	8.25	7.1427	7.6966	7.3008	4.9475	6.4305	7.5336	6.9672	6.5898	6.6368	6.9976	6.168	5.8696	5.7114	7.3151	7.4233	5.9922	7.3572	5.9999	5.5297	6.7183	6.6345	6.5405	8.3414	6.3292	8.0899	6.6052
"LOC283914"	7.4713	8.0419	8.0821	8.2943	8.2664	7.708	8.1938	7.6182	6.7453	7.8494	8.0684	7.3214	7.9474	7.8813	8.0589	7.3522	7.9239	8.4103	8.1871	7.9891	5.4454	6.9362	8.0323	7.4835	7.5336	8.483	8.6542	7.8142	8.4235	8.1206
"LOC284023"	7.9949	7.6072	7.6916	5.464	7.9499	7.7426	6.816	6.7168	7.8473	7.5828	8.7206	7.7503	8.6566	8.61	8.4046	8.1346	8.4695	7.6454	6.4155	8.5987	9.0814	8.0047	7.9977	8.3464	8.3332	8.3962	9.1924	7.5538	8.9011	8.9538
"LOC284080"	6.8262	4.569	5.0877	6.1105	4.8414	5.2178	6.222	5.5202	3.5749	3.4132	4.3993	6.1444	3.1586	5.9496	6.3399	6.3157	3.8885	5.5531	4.2814	6.3639	7.2782	4.1924	5.0356	6.239	3.8192	4.4731	6.217	5.337	6.9616	6.3922
"LOC284112///MIR195///MIR497///MIR497HG"	8.6007	5.4051	7.683	8.1637	7.2637	8.1068	9.0286	7.6219	6.0473	7.7263	7.8448	7.9394	6.7114	7.9711	7.5655	7.1573	7.0224	6.5695	7.9673	6.7171	8.2892	6.7534	7.3238	7.275	4.9067	8.3586	9.0498	7.7005	8.462	6.7749
"LOC284240"	5.6063	4.4936	4.9414	5.822	4.5312	4.6678	4.0733	5.6019	6.1877	6.683	4.6627	3.293	5.2881	4.736	4.5924	4.6049	3.2029	5.1055	5.3695	5.8408	6.5512	3.9075	6.8761	5.6105	4.3544	5.8883	6.243	4.5646	7.1425	6.2149
"LOC284242"	6.1417	5.4059	6.0979	6.0073	6.1527	6.2052	6.1627	6.8501	4.781	7.003	5.8056	7.0456	6.1025	5.5743	7.2204	6.7385	6.171	6.2895	7.0206	7.335	5.671	5.9995	6.8389	5.9549	6.8284	7.3871	7.2474	3.995	6.8166	7.2527
"LOC284263"	3.0033	4.7044	6.7056	6.725	1.5023	2.5099	2.4024	5.1918	4.5713	4.0737	5.279	6.2161	2.3629	4.315	3.0566	0.8042	4.5778	2.1597	5.7573	3.9299	7.0557	1.5265	5.3391	5.3672	4.0426	2.7916	3.4186	6.6385	2.9981	6.2445
"LOC284294"	3.737	3.0231	3.4148	5.456	1.9617	6.2855	5.0385	3.7244	5.799	1.7662	6.1551	6.8229	6.2509	3.053	6.3559	6.5192	4.7047	2.8051	3.8196	5.4102	5.4049	4.7947	5.6177	5.8274	5.7587	3.0521	3.6531	3.7637	6.6942	6.9668
"LOC284395"	5.846	6.9783	6.6993	5.731	5.0326	5.6025	6.8153	5.6593	4.5488	7.4208	7.2704	7.6552	4.8853	6.7951	8.5428	7.133	6.5437	7.7752	7.2212	6.4427	5.334	6.1448	6.6597	6.0583	4.8179	7.6574	7.2082	7.8193	7.4948	7.6165
"LOC284454///MIR23A///MIR24-2"	10.1235	10.2272	9.6885	10.3543	10.1385	9.7708	9.8613	10.7753	7.5754	9.8904	10.0907	10.0141	9.4484	9.981	10.1774	9.2951	9.0665	10.114	9.8135	9.7685	10.3384	9.4125	9.4175	9.7766	9.8723	9.9542	10.1176	10.6125	10.3455	10.8283
"LOC284578"	7.4253	2.4414	3.7322	4.6519	4.005	4.2344	4.9374	4.8032	3.3142	3.5704	3.9727	6.1547	6.126	6.2537	3.7752	3.6571	3.3843	4.7991	4.1546	4.391	6.1192	5.6383	5.8328	3.4532	3.7228	6.9801	3.8922	4.038	7.0876	5.4347
"LOC284600"	6.4899	7.8467	3.8556	4.4695	5.6589	6.1025	7.4955	6.8177	6.7148	4.6608	6.119	6.6684	6.8133	3.3513	5.5093	5.7706	3.6073	6.7617	6.6737	3.616	7.135	2.48	2.6697	5.8944	6.1261	5.3173	7.3934	5.2017	5.4214	7.6204
"LOC284632"	6.86	7.5939	6.5669	6.3023	6.551	6.3217	4.613	7.0695	6.8679	7.084	6.1857	6.3822	6.4978	5.6262	6.7915	5.2843	5.6276	6.8383	5.0827	6.1601	6.3091	3.1585	5.337	5.8441	6.7555	6.923	5.0654	7.5865	3.3223	6.7219
"LOC284648"	5.7215	5.6138	4.3757	7.3655	6.4947	5.0257	4.947	7.4498	4.1294	4.8122	5.5382	5.2392	5.7708	5.3351	4.6575	4.3863	4.7477	4.7067	5.58	7.3402	4.6511	4.4137	4.2273	5.5383	3.8249	5.7496	6.7615	7.5981	5.831	6.0621
"LOC284661"	4.9218	5.3178	4.976	6.0413	5.3085	5.4582	6.2825	6.3994	6.4186	4.6974	3.0857	5.8153	5.9975	1.9559	4.5442	4.3448	5.3183	4.1909	5.4483	3.1503	6.548	4.3817	5.0621	4.4671	4.65	5.4455	4.8244	6.7644	5.0219	5.2984
"LOC284788"	6.0471	2.9467	4.7759	4.2343	6.1249	3.6437	4.7168	3.7294	3.6731	3.9917	3.7316	2.7426	3.8077	4.33	6.9862	3.6368	2.8126	4.7142	6.3948	5.7636	4.7149	5.5618	3.1838	5.9186	6.8686	6.3375	4.3957	4.4111	5.1307	6.8684
"LOC284798"	7.4722	6.0265	5.2916	4.9234	4.2305	5.3754	5.4653	8.3045	3.9458	4.3939	4.3506	4.6395	4.9834	4.7943	3.5629	5.9072	3.3565	6.2517	4.391	6.6933	5.1781	2.51	5.0448	3.9788	5.3959	6.7924	5.7435	5.1621	5.0341	8.8739
"LOC284825"	7.1243	4.4097	4.0596	6.7322	4.7142	7.0648	6.3753	1.4963	5.3441	2.7896	6.6672	6.6698	6.5912	6.4339	6.1392	3.8384	5.4877	3.2694	5.7623	5.9693	6.4391	3.3688	5.8522	5.2677	5.9603	3.5793	7.0556	7.4182	7.0253	7.253
"LOC284837"	11.8431	11.5511	10.4738	8.5517	10.0444	9.3632	9.2807	10.9625	8.545	10.4955	11.1579	11.1199	10.8058	10.5716	11.1139	11.3017	10.4649	10.9337	10.9848	11.4575	10.5434	10.4045	11.0595	10.9538	11.2186	10.6659	11.3346	10.9538	11.515	10.7528
"LOC284865"	4.9234	4.3488	3.6952	5.3688	4.2464	5.3006	3.5659	5.017	3.2734	3.8439	5.3747	4.4643	4.6145	5.1306	4.5794	4.278	3.4784	5.5319	4.4166	4.7596	3.8096	4.4197	4.3689	4.8972	4.8541	5.155	5.8469	4.6582	3.7846	6.4043
"LOC284889"	6.7015	5.4805	5.1051	5.2578	6.0038	5.2759	4.4823	4.1218	6.6159	7.2434	7.3899	6.4835	4.1494	6.5754	7.4867	3.9629	4.276	4.542	4.4194	7.0074	7.9903	6.465	4.1534	4.2419	4.6024	5.4727	5.381	6.7604	8.028	7.1819
"LOC284898"	6.6013	7.2371	3.6543	7.5724	6.7823	4.0772	7.8529	7.441	5.9924	7.5218	7.6015	7.4606	6.6481	7.7101	7.1576	6.8653	3.9886	4.5185	4.4	7.1129	8.4393	6.1758	4.066	6.8843	7.3303	7.8401	5.9917	7.0004	6.8935	8.2009
"LOC284930"	7.911	7.3566	7.3602	5.6581	6.5831	6.1712	6.0956	5.3237	6.1356	7.5773	7.2831	7.2055	7.6914	5.5253	5.5399	5.3842	3.7724	8.3774	7.5308	6.2086	7.4297	5.054	6.7561	4.9399	4.3932	5.5087	5.6509	5.1794	7.7535	6.1
"LOC284933"	8.1229	4.5163	6.0278	4.8384	3.9618	6.9321	5.0094	5.422	5.9675	3.7226	4.4038	3.7034	4.2544	5.1222	4.2133	4.0518	5.6243	5.8637	5.2996	4.1453	4.2569	4.2482	3.67	4.626	4.2889	3.8272	8.0042	4.9516	4.1908	7.4166
"LOC284950"	3.0513	6.7465	0.9859	5.1654	5.2006	1.2282	3.6457	5.7564	6.0949	1.5349	3.137	6.6291	0.8976	2.1946	3.8157	4.4285	4.2157	2.1454	3.2377	2.8595	3.5118	3.2426	4.1926	1.8277	2.3766	2.7437	5.0296	4.2205	3.1026	2.5462
"LOC285000"	5.1578	5.8181	2.522	3.2572	6.0523	6.6642	3.3122	3.3732	2.0133	3.1093	5.3228	4.8582	2.1284	4.7238	5.8721	2.093	5.4883	4.1037	4.8987	3.1748	3.7561	3.4553	3.2357	6.8601	1.834	6.5458	3.3037	2.6157	4.0627	6.7742
"LOC285043"	7.2893	4.5131	5.6479	6.9576	3.9624	7.0398	7.5096	6.6522	6.3169	7.1215	6.8985	5.8174	7.1071	4.8551	7.1612	4.6149	5.2804	5.8601	6.6129	5.2389	7.0489	5.4998	6.1985	7.2306	5.9497	6.2849	5.6288	4.5903	5.9773	5.6636
"LOC285191"	3.7206	8.6185	7.0646	7.6541	6.891	6.5573	7.9993	8.0508	7.1194	7.9405	6.9284	6.5648	7.6697	7.3828	6.0702	8.1342	6.6768	7.7812	6.9141	7.4039	8.6376	3.9092	6.4521	7.5641	7.0533	7.2346	7.4009	8.5469	7.975	8.1259
"LOC285500"	3.8315	6.9071	4.2292	3.6685	2.5587	6.6016	4.058	4.0957	4.4021	3.4389	2.735	6.249	5.2949	3.0795	3.4251	4.2418	4.7557	3.0824	6.3402	6.2391	7.2734	5.5799	3.7931	1.7255	5.0888	6.8299	6.6606	5.7582	3.1291	3.204
"LOC285593"	5.5454	3.0474	3.7842	5.5893	3.1555	5.7264	7.254	4.3447	6.2809	4.5228	4.9597	4.1681	6.4211	4.0797	3.5535	4.0237	3.8483	3.3373	4.1096	4.3014	3.7807	3.683	3.8752	5.0835	3.0291	5.6668	6.2407	5.0836	3.7108	4.7855
"LOC285627"	5.0698	6.6887	4.5369	6.3929	4.8787	4.3907	5.2069	4.3669	6.1063	5.3411	7.1178	5.3885	3.7064	2.4514	4.4348	3.5126	3.9246	6.2846	3.3415	3.996	3.8374	1.5988	3.3326	6.6876	3.1718	3.5414	3.5034	4.1198	4.5347	6.5945
"LOC285628///MIR146A"	7.7538	7.208	3.8766	6.9723	4.0084	2.0398	4.72	7.0999	6.1531	6.115	7.3811	7.485	7.668	8.1268	5.1066	7.5989	7.5422	4.2392	5.7872	4.4312	6.3354	7.5691	7.5351	7.4676	6.2166	7.4637	6.1475	5.203	6.6025	6.8614
"LOC285638"	7.9619	8.447	7.8744	8.4796	7.5757	6.4288	9.0419	8.5236	7.0561	7.4558	8.1503	7.6833	7.3621	7.8624	8.4201	7.726	6.9707	8.4807	8.5199	7.6373	8.6875	6.7413	7.3751	7.4362	7.1949	8.2372	8.606	8.5939	7.9601	8.8463
"LOC285692"	6.1006	3.7729	2.8075	4.6973	5.6643	3.7278	6.7702	5.3636	4.391	5.3548	5.8387	5.8443	4.4277	4.9045	5.6343	6.756	3.8715	4.0269	5.2614	5.3322	5.9529	3.9967	4.2577	3.8975	4.6182	6.5842	5.9322	5.279	5.7296	6.5004
"LOC285696"	4.0099	6.5964	8.0401	7.2807	6.9719	6.7448	5.6479	7.1138	5.9979	4.478	6.9582	5.9391	6.4968	5.6242	7.0037	6.3498	3.6054	6.8984	6.3713	7.4488	8.2607	5.7875	6.0244	6.2162	6.3215	6.5731	6.292	6.6686	7.2947	8.2403
"LOC285740"	5.6457	5.1693	3.862	5.5169	3.9377	4.7544	5.1429	4.929	4.0353	3.8901	5.4421	5.8816	5.0594	5.2212	5.17	2.9798	4.3399	5.2488	4.7493	3.8353	5.9831	3.5943	4.4255	3.4465	4.3434	4.1015	5.7392	5.3305	4.9179	5.2829
"LOC285766"	7.8354	6.9327	5.9141	3.5701	6.4246	7.3817	6.704	5.4954	6.65	5.8966	7.1932	6.1667	6.8638	6.8179	6.7685	7.5287	4.3379	6.7777	7.0852	4.2652	6.3595	5.9958	6.2557	4.8437	6.4774	5.4723	5.8719	7.2654	5.7734	6.8016
"LOC285768"	4.279	4.5977	3.3545	6.497	3.4465	5.942	6.6607	6.9105	3.1909	4.2051	3.4636	5.9401	3.0137	3.7808	3.8882	2.6125	3.0739	5.304	4.5945	3.8033	6.2349	5.2117	1.9572	3.5974	3.0811	3.2601	6.459	3.8934	6.2201	6.7446
"LOC285819"	7.2216	4.6873	3.1251	6.4069	3.5736	7.1782	3.6883	6.4743	3.7693	4.4915	5.0371	6.4917	3.7131	6.8177	6.8035	6.7812	6.2565	7.5399	6.0329	7.1076	7.7091	6.1905	5.9871	6.0155	5.7193	7.6217	5.1896	4.7705	6.5245	7.0664
"LOC285889"	2.863	6.6553	5.0863	2.7224	4.3582	3.6314	6.207	2.8807	4.6556	2.2254	1.681	4.954	5.4789	3.4458	1.6838	5.2503	1.8337	6.8699	3.2599	5.8369	3.4181	5.102	1.7969	5.3527	3.2726	3.489	3.002	2.9689	3.6034	2.3649
"LOC285957"	8.5289	4.7745	4.8789	3.6048	5.3781	7.4593	7.6757	3.5871	4.2219	6.7884	4.3187	7.1335	7.668	6.8733	6.8452	4.8772	4.9247	5.35	8.2994	3.7477	6.0089	5.7812	2.9699	3.882	7.9615	7.8278	8.0426	7.5789	8.1055	5.1067
"LOC286009"	7.9646	8.2775	7.9236	5.9034	8.1914	7.4601	7.8512	8.4091	6.2747	8.0714	7.2602	7.4748	7.6225	7.9602	7.6331	8.0399	7.5798	8.6076	7.7427	8.7669	8.45	7.5501	8.1521	8.3116	7.6768	8.3211	8.2929	8.6265	8.7461	9.0983
"LOC286058"	7.5977	6.771	7.1475	7.5206	6.1265	4.3557	4.7973	7.1674	6.4222	5.8505	2.8917	5.4813	6.3669	6.2471	4.6909	6.0455	6.1714	6.4873	3.2051	6.5263	3.8093	5.4865	6.1764	7.0182	5.5237	6.5879	7.6495	6.0204	5.8755	6.2979
"LOC286059"	8.2523	4.4707	6.8303	6.5193	6.5471	5.3371	7.152	7.4593	4.1654	6.7854	3.8901	6.363	4.3584	4.0517	6.8955	6.4113	3.0001	7.5243	7.1118	4.147	6.7244	6.726	4.1736	6.54	3.898	7.0884	4.6266	6.8793	5.4501	4.0226
"LOC286083"	4.1977	3.5322	3.0142	4.8142	5.415	4.3579	4.1242	3.6525	4.0493	3.3497	3.4345	3.6692	4.0299	4.1809	4.0965	6.9573	4.1112	3.9139	4.4354	4.2091	3.8266	2.9836	4.1611	4.3134	3.0998	5.1352	4.4025	4.3274	3.1148	4.3052
"LOC286114"	6.2345	6.4506	6.9077	6.9736	5.1611	5.2243	5.8911	6.3386	5.7893	3.3197	6.3137	6.2203	6.7055	5.218	6.8479	6.6623	6.2088	6.7626	6.9756	6.3759	7.0745	5.9193	6.3765	5.936	6.6414	6.8282	7.4236	7.5823	7.2783	7.3971
"LOC286121"	7.3715	5.15	6.8719	5.0174	6.2924	5.5383	5.5787	6.9336	5.101	7.1864	5.8508	6.4242	5.4891	6.8049	6.0458	5.8832	6.9207	6.1117	7.0339	7.3206	5.7717	4.9361	4.6379	6.8907	3.7939	6.4269	7.7742	8.1283	4.1925	5.5417
"LOC286149///MIR3150A///MIR3150B"	8.6979	7.1661	7.5915	4.8371	7.7403	8.2079	8.0564	7.1161	7.3642	7.2126	7.0436	7.6575	7.0982	7.3878	8.0586	7.1182	6.128	8.2495	7.8888	7.9435	8.2834	7.2791	5.8986	7.3718	6.921	7.0384	6.3394	7.7612	7.8197	7.58
"LOC286177"	6.5474	6.5254	6.0235	4.4113	5.4479	5.9104	6.7223	3.8535	5.9993	2.0295	4.1898	5.2876	6.4696	6.2298	5.2644	6.1203	5.5643	5.4381	3.0782	5.5385	6.3462	4.1334	2.562	0.9393	1.9224	5.5682	7.783	6.7115	5.6717	3.9483
"LOC286178"	5.1017	4.8958	7.2927	6.2976	5.9678	6.604	5.8466	5.5388	4.2997	4.5407	5.4411	5.942	6.7076	3.5099	7.3061	5.5896	4.2906	7.2248	6.7826	6.5642	7.2262	2.7419	3.9291	4.3594	6.5082	7.296	8.2815	5.8512	6.0754	5.2737
"LOC286190"	4.1655	3.6265	2.1884	3.4437	4.5575	3.5369	4.3599	3.7341	1.6719	2.7655	2.4987	6.0401	3.7756	3.0449	3.4753	3.1914	3.8004	2.4586	3.1431	3.3345	4.1513	2.581	3.3374	3.0485	4.0133	3.8148	4.0182	2.2089	2.075	2.9337
"LOC286238"	8.6758	7.0257	7.4063	7.2161	6.9637	4.5139	7.5578	7.6489	7.4174	7.248	8.1713	8.0083	7.5322	7.5241	7.9722	7.7486	7.4647	7.6096	7.6931	8.3223	8.362	7.3011	7	7.5371	6.0507	7.6535	6.9811	8.4783	7.8325	7.537
"LOC286359"	4.1723	6.7665	2.7055	5.5783	3.4225	4.5564	7.1838	4.0997	3.7339	3.8439	3.7914	4.3251	3.8603	3.4292	3.7078	6.1115	3.2392	4.2422	3.9431	4.3755	5.0169	4.7461	6.7087	2.9244	4.2275	4.0826	3.6136	6.9225	2.821	5.0241
"LOC286367"	5.6255	7.5612	4.2689	6.5907	3.6917	4.2661	4.6542	7.0699	3.557	3.8081	4.0747	6.7109	7.0868	4.7815	6.6654	7.3623	7.2382	6.9209	5.3132	4.0651	7.9899	7.4233	5.8634	7.1377	4.5475	4.5823	4.3092	5.0686	7.2316	5.4198
"LOC286370"	7.0696	7.2694	6.4689	2.144	1.4725	5.4986	5.6979	5.9593	6.7535	3.2629	5.3801	6.3296	5.7672	5.6054	6.4262	1.002	1.3014	6.7121	6.503	6.8584	5.0928	3.1127	5.7323	1.2643	6.2244	2.8696	6.6405	7.0821	6.9253	7.2699
