"ID" "GSM712478"	"GSM712479"	"GSM712480"	"GSM712481"	"GSM712482"	"GSM712483"	"GSM712484"	"GSM712485"	"GSM712486"	"GSM712487"	"GSM712488"	"GSM712489"	"GSM712490"	"GSM712491"	"GSM712492"	"GSM712493"	"GSM712494"	"GSM712495"	"GSM712496"	"GSM712497"	"GSM712498"	"GSM712499"	"GSM712500"	"GSM712501"	"GSM712502"	"GSM712503"	"GSM712504"	"GSM712505"	"GSM712506"	"GSM712507"
"LOC101927253"	3.9389	3.8333	3.8117	3.9943	3.7175	3.6502	4.0312	4.0023	3.4307	3.6175	3.687	3.6192	3.687	3.4261	3.7291	3.3508	3.2704	3.7816	3.3728	3.7465	3.5847	3.3335	3.3127	3.4807	3.4219	3.7168	3.9859	3.821	3.7083	5.0013
"LOC101927256"	3.5006	3.3464	3.3956	3.1671	3.4651	3.4352	3.6049	3.4254	3.6496	3.4158	3.5726	3.4363	3.1824	3.2303	3.1989	3.3065	3.319	3.2237	3.2732	3.3867	4.0669	3.1861	3.0951	3.096	3.5149	3.3064	3.6019	3.4098	3.5043	3.3257
"LOC101927257"	4.0488	3.9048	3.2249	3.8606	3.4623	3.408	3.8426	3.6644	3.4654	3.2914	3.4562	3.3083	3.3685	3.2846	3.2901	3.5299	3.4094	3.6049	3.6105	3.4894	3.7859	3.3042	3.3327	3.3746	3.5263	3.4766	4.1315	3.9501	3.777	3.3368
"LOC101927263"	2.985	2.9083	2.8322	2.9368	2.9159	2.6196	2.7863	3.027	2.6532	2.5982	2.8865	2.778	2.6341	2.6097	2.8815	2.6917	2.5974	2.6514	2.8127	2.9045	2.9404	2.6977	2.5864	2.5676	3.0074	2.7133	2.7397	2.8963	2.7484	2.8311
"LOC101927272"	3.4556	3.3667	3.4741	4.3745	3.1095	3.3109	5.9466	3.3688	2.7455	3.6165	3.1925	3.1353	2.9885	3.0426	3.2982	3.1434	3.0917	3.3608	3.2824	3.0994	3.5002	2.8381	2.9506	3.1726	3.2518	3.2696	3.3979	3.725	3.5407	4.094
"LOC101927273"	2.9686	2.8638	2.8907	3.2197	2.8042	3.0615	2.9517	3.2014	2.9124	3.0952	2.9441	2.8135	2.9095	2.9249	2.8951	2.9517	2.6488	2.744	3.0614	3.0656	2.9124	2.6486	2.7163	2.9106	3.0497	2.8637	2.9888	3.3214	2.9396	2.9548
"LOC101927274"	5.0024	5.3851	5.1158	4.9847	4.7215	5.0139	5.4583	4.9081	4.5714	4.7183	4.6922	4.7718	4.6864	4.9001	4.8722	4.7268	4.6213	5.1082	4.9549	4.9599	4.9102	4.5903	4.5787	4.9001	4.5628	4.9724	5.0141	5.0688	5.0782	5.0069
"LOC101927282"	2.9421	3.0821	3.0337	3.1852	2.883	3.1011	3.2234	3.1172	3.1974	3.0074	2.9464	3.2753	2.8769	2.9162	2.828	2.8299	2.7934	3.0001	2.8447	3.2348	3.425	2.6634	2.9885	2.7324	2.9381	2.9203	3.0206	3.0227	3.2972	3.388
"LOC101927286"	3.2408	3.2545	3.2623	3.2032	3.1683	3.8759	3.0212	3.0465	2.8179	3.1269	3.4978	2.884	2.9503	3.1014	3.1104	3.0596	2.8636	3.3682	3.1715	3.3495	3.3655	3.1614	2.9829	3.1294	3.1946	2.9838	2.9441	3.4147	3.4042	3.5571
"LOC101927287"	4.8566	4.3162	4.2454	4.5726	3.9943	4.3871	4.6296	4.3162	4.171	4.1296	4.0786	4.2773	4.3162	4.0031	4.2992	4.3566	4.1406	4.5131	4.3462	4.532	4.6751	4.0624	4.1809	4.0892	4.4667	4.1162	4.3821	4.7498	4.5392	4.0532
"LOC101927292"	3.0819	2.7258	2.7958	2.7968	2.7285	2.722	2.5405	3.0758	2.7595	2.7376	2.7741	2.5151	2.8925	2.7914	2.7109	2.8577	2.8166	2.7203	2.9116	2.8205	2.9775	2.6733	2.8257	2.5844	2.8797	2.7163	3.0941	2.6014	2.7328	3.1293
"LOC101927305"	2.6395	3.0323	2.4617	2.8296	2.6911	2.6209	2.7041	2.648	2.6806	2.6671	2.5542	2.6666	2.5153	2.6911	2.417	2.753	2.5692	2.6266	2.6394	3.0865	2.9464	2.5967	2.6948	2.7548	2.5608	2.7605	2.6281	2.7308	2.8147	2.7929
"LOC101927310"	2.6491	2.6808	2.5183	2.5906	2.4869	2.5994	2.6303	2.6097	2.6047	2.4709	2.6191	2.6096	2.5746	2.2555	2.8562	2.5899	2.3856	2.5184	2.5352	2.5136	2.4824	2.5502	2.4688	2.4281	2.4168	2.6142	2.4065	2.6217	2.7183	2.7544
"LOC101927313"	4.1043	3.6655	3.6365	3.7986	3.6211	3.7629	3.6911	3.7323	3.223	3.7836	3.6729	3.4876	3.5881	3.6509	3.5905	3.5717	3.5694	3.9332	3.6764	3.7275	3.6938	3.6623	3.3039	3.8552	3.5629	3.6782	4.2544	4.105	3.4445	4.1659
"LOC101927314"	2.5667	2.6299	2.4574	2.7638	2.5365	2.5149	2.6262	2.9574	2.6921	2.3164	2.5919	2.4442	2.57	2.4396	2.5214	2.6089	2.2845	2.3789	2.4275	2.4947	2.7189	2.5614	2.3129	2.4497	2.4671	2.3653	2.9061	2.4821	2.6395	2.65
"LOC101927331"	3.3076	2.9077	2.7682	3.0409	2.8674	2.7461	2.8782	2.887	2.4941	2.7376	3.0409	2.6837	2.6541	2.8128	2.8936	2.8649	2.778	2.6029	2.827	3.3181	3.2004	2.5103	2.5845	2.469	2.9151	2.8153	2.8832	2.9187	2.9532	2.8813
"LOC101927342"	3.0473	2.8249	2.8311	2.8722	2.5789	2.9142	2.833	2.9258	2.5422	2.4645	2.4362	2.7469	2.6417	2.7379	2.4339	2.4158	2.4867	2.7447	2.2788	2.7827	2.6792	2.5972	2.5153	2.7425	2.3849	2.8975	2.9797	2.707	3.001	2.6087
"LOC101927346"	2.8265	2.7527	3.2873	2.8308	2.7376	3.0199	2.8668	3.1462	2.9184	3.05	2.9669	2.8927	2.6124	2.7992	2.945	2.9089	2.9633	2.4739	2.8068	2.8472	3.0302	2.7703	2.7366	2.8513	2.9207	2.9963	2.9756	2.9533	2.8053	2.7821
"LOC101927348"	2.8598	2.7825	2.951	2.8297	2.8216	2.9	2.7066	2.8338	2.7247	2.5474	2.8351	2.7191	2.8694	3.0768	2.8144	3.0503	2.711	2.8469	2.8081	2.9962	2.9436	2.7325	2.9211	2.7858	2.7452	2.8694	2.9306	2.8646	3.1188	3.0485
"LOC101927358"	2.7145	2.5146	2.6259	2.7035	2.9187	3.1135	2.9337	2.5602	2.7246	2.6861	2.6356	2.8338	2.6182	2.803	2.8265	2.7811	2.6407	2.5883	2.6074	2.7134	2.6171	2.7036	2.6046	2.8511	2.5515	2.3467	2.7134	2.7286	2.6603	2.9344
"LOC101927359"	2.5136	2.5136	2.6295	2.6203	2.6386	2.5136	2.6241	2.5136	2.3627	2.6137	2.6217	2.3792	2.5044	2.4115	2.3694	2.3876	2.2575	2.5136	2.4162	2.5029	2.671	2.3563	2.6096	2.2005	2.4622	2.4882	2.5682	2.6421	2.7867	2.3612
"LOC101927362"	7.1766	7.072	6.6048	6.6238	6.3471	6.8895	7.0468	6.4046	6.1391	6.3451	6.3773	6.387	6.3133	6.5373	6.6009	6.3662	6.0735	6.8993	6.6157	6.6404	6.8542	5.982	6.4765	6.5597	6.1997	6.7227	7.1132	6.6087	6.6548	5.9152
"LOC101927363"	2.5093	2.6605	2.705	2.6954	2.6605	2.6238	2.5414	2.7615	2.8153	2.7398	2.657	2.5603	2.6954	2.7051	2.4449	2.8883	2.6455	2.7824	2.8127	2.9092	2.8975	2.5761	2.8099	2.6561	2.7398	3.0187	2.6915	2.5952	2.6659	2.5892
"LOC101927365"	3.5376	3.1338	3.3796	3.2501	3.6508	3.048	3.2551	4.042	4.3001	4.1878	4.6152	4.163	4.0903	4.6096	3.6979	4.8263	4.9772	4.2206	3.863	4.6396	4.2031	4.8076	4.5546	4.476	3.9585	4.6386	3.6828	3.0921	3.9971	3.5465
"LOC101927377"	3.3611	3.0173	3.1302	3.2603	2.9042	3.0762	3.5191	3.0608	2.9485	3.1452	3.02	3.0341	2.9781	2.9077	2.9591	3.1349	2.9121	3.0033	2.9007	2.9651	3.1881	2.6779	3.0379	3.0794	2.9997	3.0044	3.1454	3.3518	3.1161	3.0634
"LOC101927379"	5.0434	4.8266	4.654	4.9951	4.616	4.5186	4.8582	4.7826	4.6993	4.516	4.6153	4.5434	4.5672	4.638	4.5	4.8743	4.6926	4.7332	4.5743	4.433	4.5696	4.4516	4.7694	4.5378	4.4093	4.6145	4.463	5.1659	4.7259	5.1309
"LOC101927380"	3.7682	3.3883	3.6568	3.6337	3.5906	3.7039	3.7473	3.3042	3.7079	3.5412	3.5393	3.4713	3.4922	3.3418	3.5412	3.1806	3.5635	3.415	3.4054	3.9208	3.7611	3.1647	3.4364	3.5412	3.5018	3.3474	3.5518	3.6993	3.7472	3.5557
"LOC101927382///PAX8-AS1"	4.2723	4.3394	3.6522	3.8847	4.1952	3.9353	4.1725	4.5976	3.6077	3.9288	3.8608	3.7448	3.7531	3.4346	4.3387	3.6626	3.5851	3.9341	4.0659	4.156	4.3467	3.4852	3.4167	3.4485	4.0978	3.6199	4.4196	4.564	3.7472	3.8346
"LOC101927391"	2.9036	2.7061	3.024	3.0983	3.0156	2.6671	2.8722	3.027	3.0056	2.989	2.8435	3.1024	2.887	3.0435	2.8085	2.845	2.8599	2.9135	2.9029	2.9187	2.7852	3.2705	2.7235	2.5544	2.649	3.0231	3.1628	3.0311	2.7977	3.4734
"LOC101927396"	2.747	3.0025	3.1108	3.3019	2.8582	2.8911	3.122	2.7525	2.7003	2.698	2.8945	2.9264	2.7108	2.932	2.8552	2.8381	2.8774	3.012	2.6505	3.0088	3.0245	2.8103	2.7011	2.8774	3.0808	2.8249	2.8729	3.1243	2.9436	2.7218
"LOC101927406"	3.2781	3.177	3.1426	3.3689	3.003	3.3011	3.4438	3.0837	3.0152	2.8927	3.1172	2.7839	3.0947	3.1378	3.0651	3.1045	3.2842	3.3264	3.0522	3.1354	3.0775	2.6557	3.1344	3.0372	3.1145	3.2987	3.175	3.0373	3.2479	3.1519
"LOC101927410"	5.4846	5.0761	4.7396	4.9665	4.5505	4.6828	5.4109	4.8248	4.5595	4.8327	4.9097	4.518	4.6525	4.6213	4.7677	4.8284	4.3355	5.0171	4.5542	5.0322	5.0441	4.2317	4.9233	4.6273	4.7655	4.785	4.9989	5.2096	4.7804	4.8823
"LOC101927411"	4.4743	4.5812	4.3226	4.3272	4.3418	4.3655	4.4893	4.5448	3.9051	3.9415	4.3253	4.239	4.4141	4.2385	4.1617	4.0081	3.9012	4.4201	4.2337	4.3079	4.0423	3.7672	4.1039	4.3159	4.0754	4.2755	4.4754	4.5138	4.4261	4.1366
"LOC101927416"	4.2099	3.8547	4.0816	4.1221	3.6113	4.1633	4.4603	3.7881	4.1553	4.0052	3.8275	3.7947	3.6935	3.6562	3.9388	3.8428	3.8506	3.8882	3.8192	4.1615	4.0099	3.6957	3.5134	3.9296	3.9746	3.9069	3.9242	3.939	3.9336	3.8882
"LOC101927417"	3.7447	3.6509	3.1171	3.5514	3.5655	3.4443	3.8391	3.7315	3.5276	3.471	3.3071	3.4824	3.4388	3.592	3.3849	3.2036	3.1622	3.31	3.4837	3.2551	3.8155	3.1609	3.0509	3.5364	3.5674	3.4822	4.0531	3.9109	3.7845	3.3076
"LOC101927420"	5.1973	4.9204	5.0054	5.5548	5.0054	5.4232	5.2896	5.0067	5.0805	5.0787	4.827	5.1462	4.762	5.0054	4.6828	5.1951	4.6053	5.0516	4.921	4.8169	5.0731	5.0341	4.6562	5.1242	5.0054	4.8721	4.9665	4.7704	5.0263	4.5143
"LOC101927424///LOC101929800///LOC440896"	3.6029	3.3656	3.288	3.4471	3.1306	3.3919	3.4975	3.4681	3.185	3.3812	3.41	3.1745	3.1562	3.2843	3.2433	3.254	3.0953	3.3398	3.4822	3.4136	3.7291	2.9551	3.3543	3.4155	3.0297	3.351	3.4709	3.5286	3.4728	3.3748
"LOC101927438"	3.5396	3.2473	3.4146	3.1601	3.3856	3.3714	3.3321	3.2872	3.2948	3.3196	3.4123	3.4732	3.7235	3.4446	3.4596	3.2168	3.7751	3.6473	3.3532	3.4016	3.413	3.383	3.6165	3.6067	3.423	3.5055	3.3948	3.6183	3.6265	3.7638
"LOC101927447"	3.7023	3.5279	3.2722	2.9131	3.5561	3.4558	3.5412	3.3435	3.2996	3.0781	3.3812	3.2679	3.3878	3.6255	3.2422	3.2363	3.2295	3.3482	3.1551	3.6431	3.4344	2.9068	3.3878	3.3547	3.0776	3.3878	3.4514	3.7203	3.3878	3.1312
"LOC101927450"	3.015	3.0031	2.6722	3.1112	2.8515	2.887	2.9929	2.8178	3.0398	2.8546	2.7025	2.6583	2.5127	2.6707	2.7435	2.7941	2.5044	2.6564	2.7404	2.9374	2.7988	2.6399	2.8152	3.0014	2.4054	2.8153	2.9124	2.9656	2.6434	2.7865
"LOC101927460"	3.8743	4.1389	3.9585	4.2231	3.8976	3.9273	4.1172	3.7002	3.6638	3.8239	3.7131	3.6823	3.764	3.577	3.9332	3.9822	3.5785	3.9117	3.7127	3.9273	3.7014	3.5008	3.6584	3.6171	3.5841	3.4796	3.7803	3.9814	4.5832	4.2138
"LOC101927468///LOC101929257///LOC102724558"	3.0566	3.0023	2.7988	2.7989	2.7873	2.8163	3.184	2.7386	2.7366	2.704	2.827	2.664	2.6895	2.8569	2.6835	2.722	2.5044	2.7727	2.8841	2.9238	2.9156	2.6775	2.7608	2.6705	2.8153	2.835	3.1909	2.9558	2.8163	2.9157
"LOC101927479"	4.661	4.247	3.9288	4.3547	3.9827	3.9345	3.9682	4.2214	4.144	3.8939	3.8168	3.9345	4.0315	3.3425	3.8022	3.8217	3.4284	4.417	4.0416	3.5872	4.1542	3.5457	3.7202	3.8668	3.9585	3.9345	4.4003	4.266	4.157	3.9801
"LOC101927482"	2.4227	2.8852	2.5207	2.6058	2.6077	2.625	2.5671	3.027	3.497	2.5935	2.5941	3.0989	2.6937	3.3421	2.6326	3.1403	2.8294	2.6383	2.6965	2.8119	2.7868	2.9582	2.7077	3.0821	2.6909	3.4687	2.8637	2.4588	2.4912	2.804
"LOC101927490"	3.1962	2.8977	3.0552	2.8839	3.3263	3.4796	3.2084	3.4075	3.3876	3.8795	3.0684	2.9313	2.9653	2.9144	2.9429	3.2025	3.0956	2.9368	3.043	2.9856	3.7174	2.9415	3.4054	2.9198	3.1756	3.0162	3.4604	3.275	3.1245	3.1186
"LOC101927494"	2.5771	2.6654	2.5121	2.6506	2.8966	2.7332	2.6908	2.8958	2.693	2.5136	2.4264	2.6556	2.5475	2.6097	2.6111	2.8707	2.5402	2.705	2.5656	2.5807	2.8709	2.5723	2.4923	2.6087	2.5385	2.7093	2.6969	2.6459	2.8172	2.6918
"LOC101927495"	3.7372	2.7452	3.1177	3.0398	3.0684	3.0768	3.2796	3.255	3.1424	2.9278	3.164	3.2577	3.1086	2.9249	3.185	2.9621	2.8669	3.0632	2.8655	2.9695	3.3609	2.9966	3.2374	2.9414	2.936	2.7181	3.1926	3.2185	3.0578	2.9019
"LOC101927502"	3.8963	3.6509	3.7221	3.5169	3.4527	3.4539	3.4293	3.4546	3.1296	3.5144	3.3695	3.1924	3.2203	3.2333	3.5653	3.4166	3.2111	3.5101	3.625	3.4293	3.8029	3.4501	3.3491	3.2229	3.1595	3.4293	3.8655	3.4118	3.7419	3.5766
"LOC101927503"	6.2265	5.7492	5.1864	5.7143	5.4448	5.4077	5.962	5.5835	5.4547	5.5239	5.4445	5.4402	5.2299	5.1936	5.4808	5.5602	5.26	5.4402	5.476	5.4402	5.4802	4.7852	5.1904	5.2362	5.4244	5.5626	5.7113	5.8196	5.4634	5.4086
"LOC101927513"	6.0899	5.5764	5.5674	5.6235	5.3974	5.6605	5.7242	4.9815	5.0961	5.3927	5.5796	5.4354	5.6445	5.5484	5.7399	5.6027	5.4061	5.3762	5.36	5.5476	5.6843	5.3128	5.1955	5.5413	5.386	5.5476	5.4168	5.1962	5.3976	5.365
"LOC101927523"	3.0603	2.9826	2.7883	2.949	2.793	3.1143	2.852	3.2411	2.7311	2.7853	3.0353	2.8936	2.9344	2.9761	3.0942	2.7144	2.7045	3.0461	2.7996	3.0786	3.1898	2.9344	2.815	2.9618	2.9285	2.9344	3.0298	3.1963	2.9344	2.8302
"LOC101927526"	4.8438	5.3107	4.7391	5.1236	4.5217	4.6922	4.9027	4.4833	4.5206	4.3636	4.9957	4.694	4.632	4.8864	4.5093	4.6261	4.3346	5.0454	4.7848	4.6763	4.8839	4.4033	4.5422	4.6123	4.7814	5.0345	5.357	4.9692	4.8	4.9273
"LOC101927531"	3.4504	3.1649	3.3293	3.2295	3.1108	3.2381	3.1718	3.2131	2.7485	3.2206	3.2459	3.0845	3.1647	3.1584	3.0578	3.0136	3.0958	2.8526	2.9849	3.2962	3.1842	2.8347	3.0249	3.1238	2.911	3.1584	3.1266	2.884	3.0095	3.2174
"LOC101927534"	6.3546	6.5798	5.9939	6.4563	6.1715	6.1683	6.2687	6.294	6.1507	5.9866	6.2828	6.3753	6.1888	6.0792	6.3497	6.3672	6.2599	6.2585	6.2823	6.3928	6.738	5.8805	6.3351	6.1558	6.3254	6.2828	6.8069	6.3459	6.4195	6.1177
"LOC101927537"	5.166	4.6762	4.9693	4.8818	4.3513	4.6991	4.9756	4.8366	4.6762	4.7803	4.5913	4.5129	4.6308	4.7822	4.6846	4.279	4.5318	4.5735	4.5184	4.5865	4.7161	4.333	4.1948	4.4853	4.6697	4.5698	4.9656	5.0719	4.6942	4.5383
"LOC101927539"	4.9983	4.3549	4.8176	4.5663	4.656	4.7915	4.6933	5.0385	4.1291	4.5322	4.6291	4.4612	4.4034	4.5038	4.6251	4.5493	4.5514	4.6041	4.5454	4.5672	4.6328	4.005	4.2696	4.4639	4.2729	4.5895	4.9611	4.4687	4.6478	4.996
"LOC101927543"	4.0105	3.4023	3.272	3.6382	3.4241	3.4058	3.5958	3.7472	3.4289	3.2885	3.5367	3.3895	3.3258	3.1935	3.6549	3.4023	3.2048	3.301	3.3056	3.3031	3.8579	3.1647	3.162	3.334	3.4102	3.3971	3.9242	3.6978	3.3564	3.4428
"LOC101927550"	4.0456	3.8855	3.4864	3.7534	3.0819	3.6596	4.0942	3.7975	3.5498	3.5515	3.8775	3.4614	3.6299	3.5666	3.6523	3.759	3.3827	3.7694	3.5245	3.6087	3.8152	3.3302	3.4654	3.5908	3.7718	3.6721	3.9207	3.8748	3.5119	3.7388
"LOC101927552"	4.0102	4.156	3.5778	3.8339	3.7573	3.5155	4.0625	3.72	3.5879	3.6327	3.6956	3.6661	3.6282	3.5211	3.7651	3.5092	3.3	3.3164	3.5891	3.8339	3.8221	3.3346	3.3052	3.6678	3.4072	3.4221	3.8228	3.8306	3.5011	4.9835
"LOC101927553"	4.6219	4.7712	4.5225	4.3488	4.262	4.4068	4.6617	4.3494	4.0577	4.177	4.3706	4.3148	4.0014	4.1793	4.4545	4.319	3.9674	4.3494	4.1685	4.7438	4.3209	4.0223	4.0879	4.1991	4.0234	4.703	4.2904	4.5369	4.3564	4.5806
"LOC101927560///LOC101927587"	3.0009	2.8037	3.15	2.7118	2.6856	2.6984	2.6287	2.3157	2.6203	2.6676	2.7041	2.8999	2.7108	2.7886	2.6402	2.7026	2.688	2.6856	2.5737	2.6717	2.7141	2.6583	2.5524	2.6667	2.8084	2.5609	2.8072	2.8037	3.2445	3.0632
"LOC101927579///LOC101928042"	3.9744	4.3292	3.751	4.0581	3.8849	3.982	4.1685	3.7854	4.0885	3.7303	3.7418	3.6642	3.8729	4.0909	3.8309	3.54	3.6162	3.8073	3.7624	4.0631	3.861	3.5442	3.7367	3.863	3.7601	3.8783	4.0276	4.0096	3.8373	4.4117
"LOC101927582"	3.1776	3.0681	3.0467	3.3064	3.2673	3.1835	3.4747	3.1102	3.15	3.1825	2.985	3.0263	3.0846	3.134	3.0334	2.9527	3.1359	3.1147	3.1825	3.4225	3.1776	2.8658	2.8543	3.0555	3.1814	3.1111	3.3776	3.4444	3.3673	3.525
"LOC101927588"	3.1987	3.0473	3.1111	3.2062	3.2844	3.0393	3.2249	3.0635	2.7605	2.9876	3.258	3.1476	2.9358	2.8386	3.0209	2.9857	2.9	2.9769	2.9131	3.2786	3.1418	2.9151	3.0578	3.1012	3.1781	3.0779	3.0986	3.0922	3.0276	2.9308
"LOC101927592"	3.9927	4.1349	3.8755	4.0155	4.0374	4.1339	4.2506	4.2024	3.8436	4.03	3.7952	3.8828	3.7199	3.9884	4.1333	3.7936	3.5486	3.9183	3.9843	3.7353	4.3247	3.7907	3.6262	3.8411	3.8847	3.9242	4.3602	4.0426	4.0037	3.9131
"LOC101927599"	3.2301	3.0107	2.9657	3.1915	3.0972	3.1338	3.3749	2.9474	3.4631	2.7238	3.1748	3.0813	2.9311	2.9944	3.1217	2.8019	3.1585	2.9749	3.0813	3.1737	3.3115	2.9231	3.0803	3.0782	3.1479	3.1018	3.1478	3.1575	3.3282	3.6302
"LOC101927604"	4.712	4.152	3.9203	4.4495	4.0898	4.2136	4.4609	4.0856	3.66	4.0268	4.3164	4.094	4.2162	4.1184	4.2728	4.134	3.93	4.2607	4.2097	4.1951	4.3684	3.8287	4.0629	4.3542	4.3061	4.2193	4.1673	4.3106	3.958	4.0366
"LOC101927606"	4.012	3.7585	3.9175	3.8617	3.568	3.9209	4.1079	3.6591	3.6334	3.6662	3.5797	3.6193	3.491	3.7856	3.5658	3.5976	3.6688	3.7016	3.6242	4.099	3.656	3.6292	3.4504	3.6928	3.7935	3.5965	3.8259	4.0905	3.7547	3.771
"LOC101927609"	4.2215	3.8531	4.2164	4.1982	4.0875	3.7318	3.9085	4.1451	3.9219	4.1193	4.7482	4.7328	3.9264	4.5932	3.8957	4.7351	4.2754	3.9416	3.4113	4.7018	4.5066	4.5009	4.3305	4.3238	4.2902	4.5868	4.3822	4.6444	4.6177	4.2215
"LOC101927616"	2.7993	2.618	2.4906	2.6954	2.6094	2.7875	2.9013	2.5316	2.7515	2.7991	2.5829	2.6624	2.5562	2.359	2.6645	2.4881	2.498	2.4272	2.6058	2.6059	2.7923	2.5612	2.4157	2.6037	2.485	2.5947	2.8295	2.9044	2.9225	2.5131
"LOC101927620"	4.5897	4.4332	3.8671	4.2522	3.9854	4.0415	4.1594	4.3727	4.1343	4.3737	4.9376	4.4151	4.929	4.9495	4.726	4.6553	5.2378	4.7674	4.7342	4.7419	4.838	5.0176	4.944	5.0474	4.8451	4.4623	4.4744	4.9339	4.5823	4.5355
"LOC101927623"	4.8994	4.4709	4.5406	4.6096	4.3197	4.3548	4.3011	4.4601	4.0519	4.2254	4.221	4.3008	4.1031	4.1167	4.3663	4.1597	4.2669	4.4507	4.0467	4.3079	4.8164	3.7237	3.8973	4.293	4.07	3.8799	4.2141	4.8624	4.5489	4.1286
"LOC101927640"	5.421	5.4728	5.3295	5.7039	5.3883	5.6558	5.6183	5.4526	5.5355	5.3855	5.0539	5.3321	5.1109	5.3029	5.4111	5.0217	4.7835	5.1499	5.2531	5.614	5.4485	5.1499	5.0098	5.2111	4.8043	5.2588	5.4013	5.4943	5.5667	5.4521
"LOC101927641"	3.6757	3.5527	3.4172	3.8494	3.298	3.8471	3.5663	3.5448	3.2032	3.5689	3.5448	3.5094	3.2374	3.4563	3.4144	3.1521	3.3738	3.5301	3.5459	3.5596	3.1558	3.2729	3.4307	3.5448	3.4665	3.4917	3.6061	3.6871	3.6119	3.9091
"LOC101927650"	4.0884	3.4217	3.3834	3.3628	3.6431	3.4644	3.3893	3.5303	3.4247	3.4573	3.5004	3.6392	3.3768	3.6832	3.6028	3.3899	3.4237	3.5494	3.4957	3.5288	3.3591	3.5316	3.3679	3.5074	3.55	3.4957	3.5622	3.6234	3.5108	3.2217
"LOC101927651"	4.3508	4.2077	4.0642	4.4259	3.7823	4.07	4.4798	4.083	3.7486	3.8142	4.024	3.4831	3.8652	3.9511	3.8611	4.1337	3.6847	4.0615	4.1844	3.6808	3.9275	3.4312	3.7206	3.8769	4.1511	4.2075	4.2331	4.2201	4.0469	4.0805
"LOC101927653"	4.5069	3.8592	3.6603	3.583	3.9406	3.6293	4.296	3.4086	3.2831	3.9606	3.7783	3.5637	3.6426	4.1237	3.9435	3.5078	3.5825	4.1246	3.7848	3.7336	3.7643	3.6448	3.3305	3.8403	3.5165	4.2268	3.657	3.7817	4.0181	3.9121
"LOC101927657"	3.1119	3.2244	3.2861	3.1225	3.088	3.2961	3.3854	2.9606	2.9777	3.0974	3.1306	2.9229	3.1433	3.0046	3.1457	3.1357	3.0271	3.1119	3.0194	3.2776	3.1119	2.9306	2.9855	3.0722	3.0535	3.4677	3.3825	2.9403	3.1734	3.4873
"LOC101927660"	3.4359	3.065	2.9249	3.1746	2.6991	3.0632	3.2486	3.1226	3.0676	2.9443	2.9249	2.9905	2.8094	2.6458	2.9599	2.7472	2.641	3.0068	2.9203	2.9409	3.1203	2.5443	2.7318	2.6504	2.9992	2.8659	2.9141	3.0203	2.807	2.8266
"LOC101927667"	3.4791	3.3946	3.7151	3.4493	3.4381	3.0056	3.7065	3.3117	3.2034	3.4155	3.7869	3.2479	3.4123	3.4017	3.2729	3.3763	3.4293	3.4773	3.1693	3.6038	3.3983	3.312	3.3087	3.4729	3.3717	3.3341	3.4273	3.3853	3.6481	3.0802
"LOC101927668"	3.2985	3.3714	3.429	3.517	3.133	3.4177	3.7821	3.2842	3.1726	3.4439	3.3308	3.2321	3.1554	3.2452	3.2417	3.3275	3.0219	3.2099	3.4146	3.3651	3.2863	3.0162	3.1618	3.2944	3.0853	3.3639	3.6089	3.4251	3.2813	2.9919
"LOC101927668///MACC1"	2.7257	3.078	2.9599	3.1163	3.0613	2.9975	2.9707	2.9725	2.7226	2.955	2.7989	2.8853	2.8509	2.9187	3.0818	2.9179	2.7385	3.0018	3.0236	2.9675	3.2192	2.753	2.6764	3.1021	2.9111	3.1132	3.0085	3.3528	2.8896	2.8213
"LOC101927675"	5.858	5.5917	5.4154	5.7289	5.6403	5.56	5.7212	5.4598	5.3657	5.5173	5.5957	5.4806	5.6715	5.5113	5.6305	5.3105	5.419	5.6018	5.6537	5.5039	5.851	5.4678	5.2018	5.5058	5.4754	5.5762	5.6057	5.9904	5.5197	5.9283
"LOC101927690"	3.1172	3.0233	2.982	3.1342	3.2015	2.9944	3.3774	2.5776	3.0051	2.7607	3.1415	2.9244	2.9415	2.9753	3.0848	2.7069	2.6101	3.2715	2.9927	2.8456	3.0178	2.4989	2.7986	3.0154	3.0487	2.8153	3.0295	3.0296	2.8782	3.1899
"LOC101927699"	4.298	4.2064	3.8079	3.8857	3.9482	3.9508	4.1259	4.1554	3.8141	4.1331	4.0114	4.5476	4.044	3.9751	4.2894	4.1654	3.8367	4.1769	4.0994	4.1244	4.2505	3.891	3.9525	4.0138	4.3553	4.1473	4.46	4.2208	4.5625	4.2744
"LOC101927701"	4.3356	4.1687	3.5643	3.6083	3.5949	3.9296	4.2406	3.7955	3.2781	3.765	3.7237	3.6685	3.7179	3.7739	3.8214	3.6697	3.5855	3.9227	3.7924	3.9568	4.1121	3.6912	3.477	3.7439	3.6531	3.8367	4.1485	3.847	4.248	3.6568
"LOC101927702"	5.2244	4.6995	4.8623	5.1101	4.9763	5.0041	5.191	4.8622	4.9729	4.8207	4.803	4.9635	4.6688	4.7939	5.1219	4.9392	4.661	4.9935	5.3112	5.0036	5.0041	4.5515	4.767	4.8606	4.9943	5.338	5.0874	5.0564	5.3919	4.9941
