"ID" "GSM712478"	"GSM712479"	"GSM712480"	"GSM712481"	"GSM712482"	"GSM712483"	"GSM712484"	"GSM712485"	"GSM712486"	"GSM712487"	"GSM712488"	"GSM712489"	"GSM712490"	"GSM712491"	"GSM712492"	"GSM712493"	"GSM712494"	"GSM712495"	"GSM712496"	"GSM712497"	"GSM712498"	"GSM712499"	"GSM712500"	"GSM712501"	"GSM712502"	"GSM712503"	"GSM712504"	"GSM712505"	"GSM712506"	"GSM712507"
"INO80B///INO80B-WBP1"	5.5027	5.5625	5.2885	5.7038	5.5627	5.7882	5.6947	5.3095	4.7614	5.4457	5.8229	5.7734	6.0742	5.8095	5.865	5.8198	5.7592	5.9017	5.8161	5.556	5.4081	5.5418	5.7568	5.8032	5.7423	5.4891	5.7754	5.7456	5.8077	5.6775
"INO80B///INO80B-WBP1///WBP1"	7.0415	7.2743	7.44	7.3596	7.3831	7.5098	7.3814	7.8268	7.2414	7.225	8.0248	7.737	7.5875	7.4286	7.3131	7.6013	7.2715	7.1821	7.4337	7.2893	7.5777	7.5809	7.2965	7.4631	7.3526	7.3661	7.1077	7.7902	7.7513	7.3527
"INTS6-AS1"	4.72	4.7188	5.2774	5.008	5.3702	5.2798	4.8657	4.8501	5.8771	5.236	4.8611	5.2245	5.055	5.1637	5.2218	5.5588	5.3258	4.6323	4.9519	5.3896	4.6822	5.276	5.2432	5.1465	5.1617	5.2176	4.8156	4.7272	4.7173	4.5203
"IPO11///IPO11-LRRC70"	4.7467	4.6416	5.8215	4.8994	6.134	6.0896	4.8055	4.9753	5.8469	4.5224	4.6261	4.3187	4.4001	4.7045	4.4281	4.4892	4.7576	4.5641	4.3377	4.4977	4.5842	4.7289	4.7069	4.5954	4.4077	4.733	4.4592	4.1803	4.2536	4.3951
"IPO9-AS1"	5.5054	5.4165	5.3906	5.5728	5.341	5.3105	5.6999	5.7272	4.806	5.2746	5.3178	5.2576	5.179	5.3006	5.3923	4.5812	4.9916	5.5348	5.2535	5.368	5.2425	4.9487	5.0244	5.1884	4.9057	5.6465	4.903	5.7285	5.5256	5.2917
"IPP"	4.291	4.1351	4.1493	4.3463	4.628	4.0032	3.7378	4.2402	4.305	3.9791	4.4224	4.0368	4.4114	3.9796	3.9446	4.2303	4.3876	3.9575	3.9942	4.1239	4.2936	4.6125	4.8068	3.901	4.2402	3.9246	4.0588	4.0089	4.6065	3.8087
"IPW///LOC101930404///PWARSN///SNORD107///SNORD115-13///SNORD115-26///SNORD115-7///SNORD116-22///SNORD116-28///SNORD116-4"	4.65	5.3355	4.3274	4.5632	4.5822	3.6338	4.3592	5.6928	5.6198	5.9944	6.4148	6.2669	6.4711	7.3544	6.0046	7.7015	6.6911	5.5195	5.7935	6.4685	6.5329	7.5545	6.3687	6.5924	6.6392	7.4952	6.3759	5.7663	5.5312	5.7438
"IPW///LOC101930404///PWARSN///SNORD107///SNORD115-13///SNORD115-26///SNORD115-7///SNORD116-22///SNORD116-28///SNORD116-4///SNRPN"	2.7501	2.6588	2.5889	2.6585	2.6953	2.6762	2.651	2.6859	2.5179	2.8829	2.7267	2.7423	2.7449	2.5734	2.7407	2.7189	2.7214	2.5595	2.75	2.8937	2.7214	2.7361	2.7136	2.676	2.6374	2.7116	2.8463	2.7226	2.942	2.8192
"IQCA1"	3.7682	4.0852	3.7029	3.7285	3.6262	3.429	3.9579	3.7913	3.4924	3.5986	3.7636	3.4524	3.6693	3.6382	3.5942	3.6262	3.8599	3.5203	3.3407	3.699	3.8149	3.3265	3.6423	3.6415	3.4386	3.7168	3.6693	3.9343	3.6263	3.8481
"IQCF5-AS1"	4.3817	4.1966	4.0536	4.2556	4.234	4.0156	4.4032	3.8237	3.9815	3.9729	3.805	3.8196	3.7767	3.8714	4.3258	3.9377	3.7096	3.9815	3.8016	3.9434	4.0102	3.7137	3.7007	3.8994	4.0646	3.869	4.1931	3.9533	3.6975	3.855
"IQCH-AS1"	5.4903	5.1793	5.1334	5.015	5.1798	4.553	5.1701	5.1217	5.0522	5.0467	5.5279	5.6853	5.3569	5.1104	5.5973	5.186	5.787	5.2526	5.1907	5.6618	5.6656	5.4972	5.2508	5.5391	5.5363	5.2517	5.3266	5.7778	6.048	5.1403
"IQCJ-SCHIP1-AS1"	4.9985	5.3701	5.0547	5.0214	4.9001	5.1202	5.0004	5.1159	4.4634	5.0678	5.0819	4.9474	4.847	4.8438	5.0966	4.9857	4.6536	5.3343	5.1487	4.6593	5.0754	4.693	4.7739	4.8478	4.7062	4.9299	5.6281	5.0645	5.1077	5.8974
"IRF2BP2"	6.4214	5.8255	5.7914	6.0232	6.2546	5.9625	6.4463	6.0737	5.7657	6.1307	6.1687	6.035	5.8019	5.8666	6.1033	5.9892	5.7681	6.2056	6.035	5.9924	6.1457	5.5587	5.9143	5.9803	5.8128	6.0357	6.6068	6.0388	6.0059	5.8056
"ISM1-AS1"	3.5475	3.7112	3.4649	3.3516	3.2625	3.7182	3.565	3.4735	3.1195	3.3526	3.2742	3.1317	3.1286	3.0788	3.5506	3.1061	3.0421	3.5406	3.3603	3.2496	3.3773	2.9043	3.2083	3.0718	3.1077	3.4131	3.6128	3.2265	3.2803	3.6377
"ISPD-AS1"	3.0953	2.883	3.164	2.9498	2.7445	2.9519	3.1848	3.0714	2.8729	2.7356	2.9491	3.0998	2.8287	2.8545	2.8517	2.9339	2.8503	2.7314	2.8571	2.9103	2.7833	2.8362	2.7942	2.9183	2.7385	2.8676	3.0142	3.102	2.8124	2.8502
"ITFG2///LOC100507424"	6.0374	6.261	5.3762	5.7081	5.5481	5.5316	6.0001	6.0442	4.9764	5.8433	6.7456	6.0546	6.634	6.4276	6.5594	6.4286	6.6605	6.6103	6.6943	6.3626	6.5673	6.2732	6.7103	6.3936	6.3058	6.2442	6.3251	6.5054	6.4426	6.2632
"ITGA9-AS1"	3.6068	3.3284	3.3832	3.6335	3.1783	3.196	3.594	3.3205	3.0564	3.5138	3.3334	3.1476	3.1572	3.2963	3.4203	3.1227	3.1052	3.2442	3.2442	3.5249	3.3122	3.0297	3.1913	3.2921	3.3281	3.6315	3.184	3.7945	3.516	3.4314
"ITGB2-AS1"	7.798	8.0222	8.2174	8.1011	7.7139	8.115	6.9997	8.8646	7.9073	8.422	8.7638	8.3625	8.4334	8.0444	8.3334	8.8789	7.6846	8.4562	8.1309	8.0725	8.9858	8.631	8.5301	7.9643	8.2591	8.3056	7.8024	8.1851	8.153	8.0986
"ITGB6///LOC100505984"	3.5549	3.375	3.2869	3.4551	3.199	3.4047	3.3765	3.4865	3.3017	3.1811	3.2638	3.1582	3.0754	3.1926	3.0386	2.8749	2.9997	3.1234	3.3248	3.2434	3.2619	3.1082	2.7386	3.0409	2.9767	3.0693	3.2469	3.3239	3.0656	3.1194
"ITPK1-AS1"	2.9469	2.7636	2.5246	2.6422	2.9218	3.6977	2.7936	2.7739	2.7936	2.5681	2.6843	2.7933	2.6698	2.886	2.9579	3.2162	2.5647	2.6759	2.7468	2.5392	2.5595	2.7936	3.0712	2.6504	3.2107	2.5559	2.7488	2.6977	2.8726	2.6592
"ITPKB-IT1"	6.155	5.7455	5.372	6.0307	5.5374	5.8846	5.8397	6.0292	5.217	5.5409	5.8532	5.71	5.8119	5.7039	5.6203	5.6986	5.7623	5.947	5.9384	5.8938	5.8987	5.2852	5.7139	5.7468	5.9142	6.1053	6.2111	6.2076	6.1125	5.9477
"ITPR1-AS1"	3.6153	4.0136	4.3349	4.2786	4.445	3.5237	3.7237	4.2458	4.9057	4.5112	4.5772	4.2157	3.9926	4.18	4.0346	4.2799	4.0794	3.9222	4.2547	4.1182	3.9167	4.3642	4.023	3.8822	4.2645	3.9079	3.7508	3.6911	3.8135	3.6901
"JAKMIP2-AS1"	3.4968	3.6728	3.7366	3.5465	3.5705	3.3714	3.5465	3.5004	3.4918	3.4591	3.4915	3.2822	3.6998	3.2411	3.5465	3.4726	3.2918	3.5465	3.4175	3.9117	3.8533	3.5979	3.5465	3.603	3.3499	3.683	3.7082	3.6865	3.7808	3.3315
"JARID2-AS1"	4.4821	4.3762	4.3487	4.2085	4.5834	4.2041	4.3452	4.4046	3.7815	4.3216	4.3942	4.3452	4.4611	4.3886	4.3739	4.2982	4.0901	4.2692	4.0488	4.3452	4.5875	4.035	3.9826	4.3069	4.0065	4.5193	4.4483	4.7386	4.3638	4.3372
"JAZF1-AS1"	2.6009	2.9588	3.0668	2.9535	3.4802	2.8408	2.78	3.0272	3.3381	3.0657	2.8728	2.9179	2.755	2.7665	2.8218	3.0781	2.9044	2.6452	2.7342	2.7542	2.9713	2.656	2.9644	2.7013	2.8919	2.9081	2.7397	2.7241	2.5541	3.3273
"JHDM1D-AS1"	7.3287	7.2744	6.7148	6.1362	5.915	6.3708	7.5188	5.8749	6.3932	6.8878	6.012	5.5775	5.8092	5.7455	5.6176	6.0587	5.5495	5.6583	5.9557	5.7771	5.7758	5.2369	5.5604	5.7106	5.9338	5.274	7.1966	5.7786	5.4434	5.6847
"JMJD1C-AS1"	4.3078	3.8596	4.399	4.6658	4.0863	4.1308	4.2453	4.5747	3.9008	4.0646	4.2481	4.0893	3.6955	3.9686	4.1176	4.1404	3.8777	4.0396	4.0553	4.1253	4.4166	3.7816	4.1305	4.1047	3.9701	4.2817	4.0711	4.6398	4.3098	4.1259
"JPX"	4.0115	4.16	4.7213	4.15	4.991	4.6132	3.2647	5.4883	6.6602	5.123	5.2632	6.0533	5.1337	5.2318	5.6984	5.0242	5.547	4.8643	4.6105	6.0652	4.5498	5.6745	4.9263	4.5096	4.4077	4.2157	4.2273	4.907	5.3247	4.0798
"KANK1"	6.2368	5.9726	6.1233	6.2702	6.2074	6.2478	6.5734	6.2333	5.659	6.4305	6.1817	6.0874	6.0751	5.9609	6.3203	6.1939	5.8727	6.0873	6.2832	6.1649	6.2282	5.7243	5.8831	6.2074	6.0773	6.2315	6.4151	6.3062	6.3112	6.0203
"KANSL1-AS1"	6.2577	6.3389	6.5355	6.262	6.3309	5.4877	6.5651	8.7205	6.1769	8.3938	6.9187	7.6125	6.3072	8.1145	6.1856	7.608	6.2704	6.6473	6.5083	6.458	6.8653	6.6758	6.3811	8.373	6.3006	7.007	8.6015	6.5825	8.0992	7.9169
"KB-1000E4.2"	3.3139	3.2912	3.077	3.1529	2.9022	3.1604	2.9142	2.96	2.9275	3.0115	2.874	3.1503	3.0747	2.9725	2.8999	2.8715	2.8636	3.1399	2.9151	3.1926	3.0311	2.7795	2.8176	3.0202	3.1448	3.0851	3.0392	2.993	3.3604	3.5563
"KB-1410C5.2"	3.1593	3.12	3.3651	3.295	2.7708	3.3763	3.362	3.1752	2.8029	3.0737	2.9873	3.3069	2.9776	3.0107	3.2227	3.0858	2.9385	3.2172	3.1825	3.3574	3.1158	2.8657	3.186	3.2938	3.1987	3.2875	3.6288	3.1709	3.1825	3.3669
"KB-1568E2.1"	2.7869	2.5905	2.6191	2.8662	2.7332	2.8352	2.9506	2.7865	3.0454	2.8569	2.8276	2.7212	2.4421	2.3852	2.6979	2.5905	2.6062	2.5355	2.6814	2.795	2.9352	2.5934	2.3217	2.5526	2.5875	2.7494	2.6929	2.6157	2.8534	2.8815
"KB-1836B5.1"	4.8004	4.1787	4.322	4.3554	4.5833	4.4758	4.593	4.6173	4.1633	4.3083	4.2967	4.5213	4.4347	4.3243	4.5639	4.399	4.1027	4.1257	4.4635	4.4844	4.6274	4.1179	4.3739	4.4754	4.3027	4.4333	4.5515	4.4347	4.603	4.7614
"KB-431C1.4"	5.176	6.2204	7.4087	7.2203	7.7058	6.7689	5.8949	7.9644	7.9206	7.8877	6.4635	7.3206	6.9723	7.1149	6.8312	7.6027	7.4369	7.2177	6.6438	6.1402	6.8843	8.078	6.7612	7.089	6.6033	7.3146	6.3324	6.5577	5.7299	5.8906
"KB-431C1.5"	3.9801	4.1291	5.006	4.4965	5.3632	4.7112	3.5951	5.4789	5.6886	4.8824	3.7325	4.9307	4.6908	4.5743	4.6908	4.5242	4.7743	4.5795	4.5626	4.361	3.9382	5.0176	4.7257	4.626	4.2894	4.0796	3.8413	4.2978	3.9561	3.7584
"KCNIP2-AS1"	7.1264	6.4976	6.3581	6.6291	6.1308	6.1707	6.9937	6.3799	5.8803	6.5143	6.266	6.1411	6.1603	6.1782	6.2255	6.2115	6.1036	6.6323	6.4082	6.3559	6.5079	5.7401	6.0743	6.0444	6.3559	6.6656	7.0031	6.8644	6.5262	6.0407
"KCNJ2-AS1"	3.384	3.3272	3.8448	3.4244	4.1665	3.7662	2.9506	3.3117	4.7972	3.2891	2.8711	3.8456	3.2583	3.3859	3.2506	3.0558	2.8879	3.3049	2.9548	3.0109	2.8703	3.3521	2.9612	3.2248	2.843	2.8839	2.6869	2.8879	3.3462	3.2395
"KCNQ1-AS1"	3.7719	3.5869	3.6617	3.8168	3.6017	3.679	3.6868	3.5297	3.3	3.5689	3.5009	3.5353	3.2878	3.4894	3.3939	3.5313	3.4579	3.622	3.7021	3.6629	3.8609	3.3408	3.036	3.5842	3.6078	3.5869	3.4822	3.8468	3.6159	3.4749
"KCNQ1DN"	6.0048	6.1451	5.5813	5.9448	5.6808	5.7911	6.0881	5.8581	5.4164	5.675	5.6001	5.4259	5.3888	5.4224	5.6893	5.6106	5.3513	5.9822	5.9812	5.472	5.9881	5.3914	5.2492	5.4867	5.623	5.987	6.0741	6.1546	5.54	5.3967
"KCNQ1OT1///LOC101927338"	4.4135	4.6208	4.9788	5.4134	4.5441	5.071	5.1854	4.8899	4.5563	5.0843	4.7275	4.6118	4.6813	4.6579	4.6751	4.3469	4.372	4.8991	4.4626	4.6989	4.5823	4.5231	4.3992	4.6514	4.6715	4.6442	4.9579	4.76	4.7374	4.3398
"KIAA0087"	2.6097	2.5297	2.6097	2.5054	2.576	2.5194	2.6499	2.5287	2.4223	2.6097	2.5033	2.6662	2.6565	2.6097	2.6482	2.5188	2.5609	2.5844	2.6718	3.0236	3.1196	2.4829	2.6129	2.5274	2.7984	2.6382	2.9389	2.5366	2.7484	2.599
"KIAA0125"	4.2969	4.6243	4.1728	5.4377	4.1761	3.7699	4.5355	4.6232	3.7353	6.2417	5.0882	4.8845	5.4952	5.3808	4.5345	4.4867	6.2449	6.1481	4.8155	4.688	5.0235	5.8282	5.7014	5.1518	5.0078	4.4473	4.3236	5.0805	5.1191	4.4078
"KIAA1147"	6.3159	6.8162	6.0045	6.3406	5.9131	6.351	6.4074	6.5263	5.9769	6.3691	6.7713	6.6868	6.9976	7.2415	6.6796	6.8428	6.5584	7.1693	6.8335	6.8004	7.2089	7.0213	7.1261	6.7921	6.8154	6.9301	6.54	6.7695	6.8911	6.5351
"KIAA1614-AS1"	4.9959	4.5565	4.9432	4.9868	4.9086	4.9507	4.8245	4.719	4.6223	4.8986	5.0944	4.7935	4.6427	4.7876	5.0032	4.5452	4.6138	4.9371	4.8245	4.9439	4.9498	4.5669	4.6263	4.7995	4.8421	4.7797	4.4074	5.1278	4.9352	4.9454
"KIAA1656"	5.0775	5.0881	4.8509	4.7659	4.6296	4.8641	5.162	5.075	4.5904	4.6662	4.599	4.6841	4.8039	4.6092	4.8089	4.6305	4.6249	5.1977	4.8277	4.9046	5.0379	4.2016	4.6117	4.4673	4.7533	4.8607	5.3453	5.2441	4.682	4.8222
"KIAA1875"	4.6202	3.781	3.7472	4.2038	3.6492	3.5156	4.1899	3.7073	3.817	3.6887	3.7324	3.8971	3.8292	3.4393	3.6961	4.0337	3.6847	4.2413	4.0336	3.9501	4.0172	3.5978	3.8844	3.8214	3.8791	4.0885	4.5214	4.1014	4.3095	3.8231
"KIF25-AS1"	5.3791	4.8261	4.6951	4.9237	4.6532	4.7763	5.1624	4.93	4.5421	4.6753	4.9926	4.7815	4.7314	4.6405	4.7944	4.6969	4.5127	4.8657	4.9089	4.886	4.8903	4.3646	4.4774	4.7224	4.8092	5.0302	5.0776	5.2962	4.7856	4.6996
"KIF9-AS1"	6.4436	6.4764	6.1491	6.3568	6.1389	6.3251	6.5233	6.2252	6.0406	6.0398	6.2624	6.0456	6.0639	6.0478	6.1616	6.1398	5.6535	6.2483	6.4543	6.2944	6.1967	5.9443	5.9733	5.8473	6.0517	6.5248	6.5373	6.3512	6.3941	6.4096
"KIRREL3-AS2"	2.9257	2.7877	2.4495	2.7621	2.6078	2.5245	3.0395	2.8688	2.6593	2.6891	2.8598	2.5183	2.576	2.8119	2.9122	2.3697	2.699	2.798	2.8617	2.6192	2.4985	2.4227	2.5448	2.7107	2.5413	3.2268	2.8803	2.7451	2.5509	3.0746
"KIRREL3-AS3"	3.6969	3.5835	3.5658	3.6598	3.279	4.0033	3.9954	3.7126	3.0632	3.4849	3.4927	3.2875	3.4496	3.4114	3.6941	3.3215	3.6606	3.3171	3.5869	3.5821	3.6082	3.136	3.3648	3.7377	3.5405	3.5164	3.811	3.5899	3.376	3.4389
"KLF3-AS1"	4.1895	4.3162	3.5663	3.6012	4.1353	3.6074	3.5961	4.1947	3.9587	3.7055	4.184	4.4222	4.4984	4.4599	4.5057	4.627	5.038	4.2275	5.1328	5.1545	4.7157	4.3851	4.4175	4.4409	4.514	3.9391	4.487	4.5141	4.9082	4.0321
"KMT2E-AS1"	5.7916	5.8628	5.6937	5.6438	5.362	5.8525	6.0338	6.0703	5.8207	5.5611	5.4019	5.6455	5.4608	5.4631	5.4625	5.5941	5.386	5.9886	5.9025	5.3267	5.9934	5.5175	5.6769	5.478	5.7301	5.8504	6.6479	5.8144	5.7143	5.9855
"KRBOX1-AS1"	3.7669	3.2472	3.5443	3.663	3.019	3.3005	3.2494	3.2832	3.3331	3.4617	3.5071	3.0805	3.1878	3.0752	3.2785	2.9413	3.1584	3.3407	2.9437	3.2714	3.2322	3.0979	3.0509	3.2559	3.4399	3.1411	3.3081	3.6567	3.3925	3.3489
"KRT7"	4.711	4.6133	4.4049	4.5573	4.4362	4.5853	4.5792	4.4289	4.08	4.2554	4.5934	4.3117	4.4329	4.4018	4.4566	4.4534	4.1314	4.486	4.5056	4.5209	4.3235	4.1931	4.2674	4.3806	4.4903	4.5142	4.6036	4.7314	4.5499	4.7414
"KRTAP5-AS1"	5.206	5.2185	4.9287	5.2617	5.3084	4.9762	5.2737	5.1473	4.9074	5.1359	5.0605	5.2535	5.0939	5.115	5.187	4.8991	5.4186	5.0807	5.1567	5.0733	5.2001	4.9883	5.106	4.9495	4.757	4.941	5.0059	5.0917	5.2861	5.4273
"LA16c-358B7.3"	4.1818	4.1536	3.3152	4.1243	4.6089	4.3714	4.5771	4.632	4.198	4.3867	4.1818	4.1807	4.0478	3.9183	4.1016	3.5596	3.8367	4.365	3.9525	3.8939	4.3733	4.059	3.8527	3.8835	4.0646	4.1028	4.1922	4.6255	4.3977	3.5606
"LA16c-380H5.5"	6.0063	5.681	6.1421	6.4348	6.0999	6.29	6.223	6.3768	6.0164	6.2559	6.0952	6.0386	5.9488	6.3411	6.152	6.0085	5.8451	5.7997	5.9339	5.9584	5.8228	6.0612	5.3058	6.0108	6.1543	5.7968	5.7335	6.1389	6.0557	6.1494
"LA16c-381G6.1"	6.1723	5.6967	5.5384	5.916	5.5348	5.7915	6.3254	5.7275	5.5511	5.446	5.5992	5.5249	5.5737	5.429	5.6873	5.7443	5.224	5.7663	5.9584	5.8068	5.9439	5.4829	5.425	5.7075	5.6738	5.7276	6.4486	5.9788	5.9333	5.3436
"LA16c-395F10.1"	3.0278	3.153	2.6793	2.7409	2.7077	2.6731	2.6351	3.0592	2.8153	2.7429	3.0172	2.9185	2.8039	2.768	2.7659	2.8562	2.8062	2.6937	2.9332	3.0958	3.154	2.9736	2.8675	2.4744	2.82	2.6731	2.6721	2.8889	3.0156	3.382
"LA16c-395F10.2"	4.202	3.6847	3.7821	3.9257	4.0319	4.0009	4.095	4.1253	3.6995	3.7116	3.8272	3.7023	3.6722	3.7502	4.1348	3.8302	3.5256	4.1306	4.0146	3.7821	4.1172	3.533	3.5608	3.5955	3.8263	3.9516	4.2476	4.0658	3.637	3.8798
"LA16c-83F12.6"	4.1985	3.8263	3.9316	3.9254	4.1237	4.1308	4.2779	3.7315	3.9211	3.6779	3.5742	3.3216	3.84	3.6649	3.4425	3.8622	3.5346	3.8576	3.8637	3.7785	4.0888	3.7141	3.6262	3.4754	3.6059	3.954	4.5198	4.1823	4.0751	3.9211
"LAMA5-AS1"	6.3305	6.756	5.6567	6.3776	5.6558	5.9396	6.4833	6.1309	5.3917	5.5977	5.5788	5.8885	5.6924	5.6526	5.9183	6.057	5.4674	6.2213	6.405	6.008	5.9224	5.0047	5.7028	5.7111	5.6726	6.1383	6.9947	5.9854	6.1121	7.3879
"LAMTOR5-AS1"	3.7932	3.4532	3.7096	3.8968	3.7898	4.0143	3.5948	3.5963	3.5181	3.7135	3.6395	3.5693	3.7783	3.7388	3.7639	3.8439	3.5068	3.743	3.785	3.9117	3.7645	3.2284	3.4734	3.4983	4.0433	3.6369	3.6855	3.8306	3.5614	3.4073
"LARGE-AS1"	2.6935	2.6713	2.8379	2.8359	2.6045	2.7339	2.7827	2.5408	2.5019	2.6508	2.6856	2.6607	2.647	2.653	2.7578	2.7616	2.6442	2.7449	2.697	2.63	2.7762	2.6297	2.788	2.775	2.7817	2.5103	2.8976	2.8145	2.7087	2.7758
"LBX1-AS1"	5.2859	4.8639	4.6733	4.8116	4.4189	4.9337	5.3063	5.0144	4.8249	4.6684	4.8599	4.7771	4.5652	4.5514	4.6217	4.8968	4.5556	4.9553	4.7598	4.7126	4.91	4.5224	4.5308	4.6675	4.8843	4.8443	4.9099	4.8509	4.751	4.6493
"LBX2-AS1"	5.8612	5.8543	5.4865	5.5433	5.4846	5.0802	5.8514	5.5125	4.7741	5.6049	5.6504	5.3809	5.4508	5.2353	5.5387	5.2809	5.3794	5.3561	5.5858	5.5366	5.7746	5.3353	5.2688	5.6897	5.4908	5.4484	5.7419	5.8996	5.4566	5.3638
"LDLRAD4-AS1"	4.2144	4.2934	4.1996	4.1641	4.0872	4.1341	4.2609	4.0615	3.6589	3.8773	3.8923	4.2248	4.0963	3.7881	4.0397	4.0807	3.8067	4.0015	3.8595	4.2595	3.8659	3.9965	3.7562	4.3427	3.8771	4.0758	3.8476	3.9387	4.3694	4.5995
"LEF1-AS1"	3.5616	3.7714	3.5539	3.8035	3.3328	3.3847	3.7008	3.5623	3.3768	3.459	4.474	4.1068	4.5595	4.1891	4.1201	4.865	4.5327	3.8372	4.3169	4.5126	4.8556	4.4966	4.0704	3.8382	3.9659	4.4567	4.0496	3.8538	4.1013	4.2573
"LEMD1-AS1"	3.21	3.1293	2.9424	2.8731	2.7362	3.1139	2.9509	2.9445	2.9139	2.9913	2.7612	2.8101	3.0156	2.8607	2.7791	2.7613	2.7128	2.8731	2.8253	2.9842	2.9463	2.7655	2.6341	2.8238	2.8553	2.7407	2.8344	2.7821	2.7798	2.934
"LGALS8-AS1"	5.5163	5.3994	5.4065	5.8419	5.2555	5.1335	5.6822	5.3455	4.9258	5.349	5.0882	5.1758	5.3391	5.209	5.132	5.098	4.8515	5.3455	5.6695	5.2046	5.2816	4.7733	5.3268	5.2902	5.6087	5.5802	5.4127	5.5434	5.7095	5.0154
"LHFPL3-AS1"	2.8791	2.6495	2.9042	3.1094	2.7053	2.7897	2.8239	2.7257	2.6583	2.7207	2.7451	2.6232	2.7655	2.7725	2.8768	2.5769	2.6665	2.9098	2.7275	2.808	2.8536	2.6965	2.7042	2.8048	2.5979	2.7334	2.727	2.9134	3.1752	2.7166
"LHX4-AS1"	4.8412	4.687	4.6712	4.6588	5.4033	3.8832	4.663	5.47	4.2107	5.4116	5.1405	5.3908	5.0585	4.9479	4.964	4.9915	5.1814	4.8938	5.1762	5.0139	4.8886	5.9591	4.9196	4.9237	4.8887	4.5903	4.923	4.3263	5.0648	4.1719
"LIFR-AS1///MIR3650"	2.4943	2.4582	2.4595	2.7089	2.4133	2.4573	2.5932	2.4518	2.7927	2.5786	2.2974	2.3217	2.4754	2.498	2.4258	2.7754	2.3313	2.397	2.498	2.3543	2.6602	2.4511	2.4677	2.408	2.6104	2.4481	2.498	2.7273	2.499	2.8255
"LIMD1-AS1"	6.5802	6.2485	6.4773	6.4521	6.2524	6.5259	6.6953	6.5121	6.178	6.3619	6.5127	6.1895	6.3098	6.4187	6.4928	6.4838	6.1302	6.3164	6.5559	6.627	6.4695	5.9549	6.4795	6.3251	6.2944	6.453	6.7846	6.8005	6.6734	5.9661
"LIMS3-LOC440895///LOC100288570///LOC100507334///LOC440895"	3.5294	3.1939	3.3545	3.5055	3.2506	3.2691	3.4431	3.1545	3.2322	3.4378	3.179	3.196	3.0896	3.1903	3.0379	3.2429	3.0317	3.1973	3.2754	3.3303	3.297	3.1173	2.9953	3.0651	3.0909	3.2712	3.441	3.4524	3.4199	3.245
"LINC-PINT"	4.88	5.2984	5.5358	5.1751	5.736	5.3878	4.856	5.7772	5.7634	5.6865	5.0096	5.3505	5.3853	5.4655	5.252	5.3672	5.3447	5.259	5.1654	5.2781	5.3747	5.6628	5.35	5.373	5.528	5.4877	5.2608	5.0296	5.0373	4.7641
"LINC00028"	6.1637	5.9381	5.282	6.1666	5.299	5.8869	6.2195	5.6324	5.7313	5.6389	5.5293	5.2869	5.5677	5.4181	5.3938	5.5043	5.3615	6.0397	5.8379	5.643	5.8087	5.3891	5.1029	5.6122	5.6389	6.0306	6.1596	6.0106	5.4289	5.6909
"LINC00029"	4.4183	4.7243	4.6049	4.8546	4.2255	4.7391	4.7822	4.4525	4.4853	4.3207	4.4142	4.404	4.4142	4.4142	4.6093	4.4246	4.3644	4.3495	4.5636	4.5268	4.1211	4.1856	4.1739	4.0973	4.2255	4.3414	4.583	4.6412	4.4142	3.9933
"LINC00051"	3.1523	3.2994	3.2984	3.1973	3.0712	3.3779	3.427	3.0347	3.1377	2.9713	3.0501	3.2599	3.0774	3.174	3.2922	3.1461	3.1137	3.2023	3.1973	3.3242	3.0157	2.997	2.9713	3.259	2.9628	3.2847	3.1902	3.1625	3.3267	3.1739
"LINC00052"	3.6169	3.5663	3.3185	3.3168	3.415	3.478	3.5843	3.4028	3.0528	3.3791	3.4525	3.4386	3.4229	3.466	3.5833	3.3543	3.3206	3.3915	3.4967	3.7262	3.4028	3.415	3.1556	3.2884	3.3994	3.4129	3.4518	3.5047	3.3476	3.5704
"LINC00086///LINC00087"	3.7316	3.3463	4.0528	3.8055	3.6867	3.7005	3.4649	3.7324	3.8401	3.8352	3.9879	3.7917	3.8419	4.0465	3.9693	3.8552	3.5412	3.4247	3.929	4.2165	4.1426	3.6386	3.7831	3.8091	3.2646	4.0896	3.4867	4.2295	4.2774	4.149
"LINC00092"	5.1787	5.2369	5.2148	4.9702	4.8683	4.768	5.3883	4.986	4.5443	4.6429	5.0285	4.8906	4.6623	4.6363	4.5787	4.6593	4.3799	4.7388	4.6715	4.8855	4.893	4.6125	4.7484	4.6031	4.5644	4.698	5.3486	5.0154	4.7567	4.7113
"LINC00094"	5.0037	5.4667	4.7017	4.3796	5.0605	4.4996	4.7881	5.0515	4.3299	4.8668	6.4194	5.7404	6.0406	6.1333	5.3462	6.2462	6.3116	5.4151	5.459	5.3414	5.6558	6.1294	5.8057	5.5584	5.6152	5.6036	5.5113	5.5348	5.757	5.3704
"LINC00102"	2.3791	2.5376	2.3769	2.2514	2.3084	2.3759	2.5817	2.6644	2.3173	2.364	2.4684	2.4744	2.2117	2.2567	2.2317	2.219	2.3676	2.4171	2.317	2.2861	2.364	2.2341	2.2801	2.2555	2.3908	2.2998	2.3691	2.2266	2.4351	3.1388
