"GSM648590"	"GSM648591"	"GSM648592"	"GSM648593"	"GSM648594"	"GSM648595"	"GSM648596"	"GSM648597"	"GSM648598"	"GSM648599"	"GSM648600"	"GSM648601"	"GSM648602"	"GSM648603"	"GSM648604"	"GSM648605"	"GSM648606"	"GSM648607"	"GSM648608"	"GSM648609"	"GSM648610"	"GSM648611"	"GSM648612"	"GSM648613"	"GSM648614"	"GSM648615"	"GSM648616"	"GSM648617"	"GSM648618"	"GSM648619"	"GSM648620"	"GSM648621"	"GSM648622"	"GSM648623"	"GSM648624"	"GSM648625"	"GSM648626"	"GSM648627"	"GSM648628"	"GSM648629"	"GSM648630"	"GSM648631"	"GSM648632"	"GSM648633"	"GSM648634"	"GSM648635"	"GSM648636"	"GSM648637"	"GSM648638"	"GSM648639"	"GSM648640"	"GSM648641"	"GSM648642"	"GSM648643"	"GSM648644"	"GSM648645"	"GSM648646"	"GSM648647"	"GSM648648"	"GSM648649"	"GSM648650"	"GSM648651"	"GSM648652"	"GSM648653"	"GSM648654"	"GSM648655"	"GSM648656"	"GSM648657"	"GSM648658"	"GSM648659"	"GSM648660"	"GSM648661"	"GSM648662"	"GSM648663"	"GSM648664"	"GSM648665"	"GSM648666"	"GSM648667"	"GSM648668"	"GSM648669"	"GSM648670"	"GSM648671"	"GSM648672"	"GSM648673"	"GSM648674"	"GSM648675"	"GSM648676"	"GSM648677"	"GSM648678"	"GSM648679"	"GSM648680"	"GSM648681"	"GSM648682"	"GSM648683"	"GSM648684"	"GSM648685"	"GSM648686"	"GSM648687"	"GSM648688"	"GSM648689"	"GSM648690"	"GSM648691"	"GSM648692"	"GSM648693"	"GSM648694"	"GSM648695"	"GSM648696"	"GSM648697"	"GSM648698"	"GSM648699"	"GSM648700"	"GSM648701"	"GSM648702"	"GSM648703"	"GSM648704"	"GSM648705"	"GSM648706"	"GSM648707"	"GSM648708"	"GSM648709"	"GSM648710"	"GSM648711"	"GSM648712"	"GSM648713"	"GSM648714"	"GSM648715"	"GSM648716"	"GSM648717"	"GSM648718"	"GSM648719"
"RP6-91H8.1"	3.9229	3.588	3.501	3.5815	3.6159	3.5863	3.7475	3.6726	3.7264	3.8456	3.889	3.5502	3.681	3.6723	3.726	3.9204	3.7945	3.7694	4.1074	3.5743	3.8896	3.5854	3.6644	3.8409	4.1348	3.599	3.8357	3.7121	3.8273	3.6699	3.8707	3.7903	3.8341	3.4842	3.6933	3.9309	3.532	3.8205	3.584	3.6303	3.6481	3.6901	3.4627	3.6208	3.67	3.6295	3.9486	3.7314	3.5935	3.5759	3.2216	3.547	3.6493	4.1117	3.4653	3.8302	3.4703	3.8061	3.6164	3.9221	3.8653	3.6633	3.4543	3.7445	3.6539	3.5807	3.9115	3.8509	3.9231	3.7724	3.533	3.4979	3.7709	3.9748	3.6162	3.7533	3.6652	3.917	3.5256	3.8299	4.0563	3.5116	3.6121	3.4716	3.5955	3.6479	3.4717	3.9326	3.597	3.6458	3.8447	3.52	4.4417	3.9657	4.2968	3.662	3.8534	3.5137	3.4332	3.7567	3.4789	3.4617	3.7741	3.6459	3.7072	3.6495	4.1226	4.1139	3.8978	3.4266	3.73	3.6953	3.8866	3.6978	3.6003	3.6948	4.1312	3.7364	3.667	3.954	3.6955	3.6797	3.6564	3.5308	3.6885	3.7923	3.6559	3.635	4.1254	3.4668
"RP6-91H8.2"	6.239	5.4876	5.7315	5.9955	5.8812	6.2454	6.4689	5.8148	5.6534	5.7839	5.9867	5.6122	5.4217	5.6742	5.5477	5.945	5.5641	5.4582	5.2959	5.6354	5.7863	5.3488	5.6608	5.4574	5.6017	6.423	5.6165	5.7225	5.5589	5.4452	6.0896	5.7944	5.7545	5.683	5.5952	5.7801	5.7452	5.1069	5.4152	5.3255	5.2543	5.0712	5.5124	5.872	5.9031	5.9639	5.6658	6.1464	4.9272	5.6749	5.5433	5.2092	6.1547	6.7452	5.8911	6.6083	5.7912	5.7936	5.517	5.9967	5.5678	5.5632	5.6803	5.8052	5.3498	5.6948	6.1317	5.5787	5.4433	5.7683	5.9303	5.3624	5.6604	5.2621	5.1721	5.7128	5.7613	6.0598	5.9343	5.5304	5.89	5.5171	5.6595	5.7661	5.7743	5.5962	6.1138	6.2199	5.9999	5.6107	5.7029	5.663	6.2468	5.6718	5.5157	5.5291	5.4364	5.5903	5.7349	5.1938	5.0456	5.5604	5.3891	5.1023	5.3943	6.3004	6.152	5.5797	5.5049	5.6881	5.7936	6.089	6.2796	5.9508	6.5687	5.6441	6.1989	5.7123	5.7466	5.6745	5.4888	5.5165	5.6997	5.6038	5.6434	6.1499	5.4316	5.6483	6.5259	5.7703
"RP6-99M1.2"	2.7932	2.6629	2.7583	2.8367	2.8532	2.7603	2.5806	2.6937	3.002	3.3846	3.018	3.0335	3.0817	2.8284	3.6328	2.8398	3.025	2.8808	3.2269	3.4339	3.4722	3.272	2.7318	2.6412	2.7723	3.9472	3.0451	2.7548	3.1133	2.7215	2.7962	2.8698	2.9549	3.1527	3.6112	2.8622	2.6592	2.8476	2.8729	3.8333	3.1977	3.3042	3.5459	2.6209	2.9116	2.7007	4.6731	2.8899	3.1031	2.9077	2.8817	2.7609	2.8085	2.772	2.9079	2.7665	2.7605	2.8432	2.828	2.5619	2.6528	2.6794	2.7616	2.9216	3.0981	3.0533	2.8516	2.6808	2.7596	3.1641	3.0399	3.0963	2.951	2.782	3.5234	2.9603	2.9098	2.6609	2.6663	2.7754	2.7409	2.6179	2.7209	2.8409	2.7631	2.5934	2.9307	2.9738	2.8096	2.5992	2.927	2.7364	2.8549	2.9359	3.4424	3.0796	3.0064	3.0644	2.6468	2.9647	2.8708	3.5685	3.2434	2.9341	3.1555	3.3225	3.1943	3.4688	3.0754	3.3069	2.8106	3.3367	2.7898	3.1294	2.882	3.2024	2.9312	2.6877	2.9496	3.221	3.8279	2.9945	3.065	2.8428	2.7033	2.7872	2.7952	3.0254	2.9548	3.2301
"RPA3OS"	4.8693	5.2249	3.7299	4.4971	5.6294	4.935	3.5488	4.3434	5.2814	4.5783	3.6891	4.5313	4.7952	4.0829	5.3053	4.0443	4.1454	4.6735	6.1349	6.1844	4.1779	5.0242	3.6977	4.2597	4.1124	3.441	4.6696	4.1076	5.2477	4.209	4.5924	4.8811	6.1511	5.1954	5.9742	4.7837	5.284	4.8649	4.7963	6.2959	5.521	5.679	5.709	4.9503	4.7312	4.8898	6.2833	3.5148	5.7272	4.5203	4.5861	3.9114	4.4313	3.0817	5.2801	3.5713	5.5129	5.1258	5.546	4.5787	4.7138	5.3045	5.8314	5.6018	5.1818	5.1789	3.6837	4.2692	5.3458	5.9099	5.4975	5.5492	4.496	4.2748	5.9384	5.0895	4.7509	4.3909	4.2748	5.5134	4.9177	5.6916	5.2926	6.2951	4.4088	4.9122	5.678	4.7909	4.8558	4.3925	5.5021	5.1231	4.1188	4.723	5.1098	5.9624	5.0895	5.6824	4.3469	4.9206	5.2307	6.509	5.422	5.1689	5.4144	3.3916	4.1385	6.0146	5.285	6.2048	5.7127	6.0128	6.2686	5.505	3.1109	5.0095	3.3856	4.7203	5.515	4.3975	5.2414	5.1687	4.5405	4.5378	3.7991	4.4663	5.4625	4.6024	5.0911	4.8822
"RPARP-AS1"	5.8731	6.8405	5.7096	6.2321	6.1956	6.0516	6.0291	5.8336	5.3093	5.5261	5.8565	5.9972	5.9822	5.9494	5.3311	5.8557	5.7768	5.6199	5.7887	5.4238	5.0432	6.173	5.6444	6.0329	5.6562	5.9725	6.0135	5.8342	6.0004	6.1053	6.115	6.4205	5.6975	5.7952	5.2613	5.9237	6.2772	5.6658	6.9836	5.8816	5.9381	6.0024	5.6604	5.8279	5.5925	5.8458	5.952	6.4282	6.0328	6.4377	6.1318	5.903	6.2903	6.7832	6.0123	6.4599	5.8335	5.8173	6.0021	6.1145	5.811	5.9605	5.94	5.9855	5.8607	6.0439	6.5883	5.7567	5.4263	5.8144	5.6536	5.7707	5.767	5.6895	5.4857	4.8983	6.0587	6.4284	6.2545	7.0989	6.2538	6.9052	6.1865	6.6207	6.1839	6.7575	6.4423	6.4111	6.7182	6.326	5.8482	6.011	5.8185	5.567	5.4257	5.1897	6.3258	5.9654	6.3071	6.0633	6.8148	6.0898	5.8772	5.8736	5.6593	6.1435	5.5287	5.4494	6.4133	6.7546	6.8722	6.4291	5.5506	6.3651	6.5822	5.5654	6.7811	6.2171	6.5101	5.7368	5.5596	5.7201	5.9836	5.7987	6.1874	5.7934	6.0052	5.6811	6.3833	5.9215
"RPL34-AS1"	3.7988	3.2685	3.2371	3.44	3.2612	3.3913	3.4566	3.4816	3.5256	3.3442	3.2939	3.4416	3.0692	3.3002	3.279	3.2405	3.411	3.2278	3.3163	3.198	3.2952	3.422	3.1631	3.3914	3.5763	3.2639	3.6802	3.5795	3.3715	3.3169	3.2904	3.1617	3.2426	3.4366	3.2617	3.37	3.3604	3.3085	3.1109	3.3176	3.3573	3.4251	3.3223	3.05	3.6074	3.4913	3.3853	3.4302	3.358	3.3634	3.3782	3.1473	3.2173	3.5691	3.0464	3.5283	3.9404	3.7386	3.1736	3.0613	3.2702	3.0994	3.2195	3.2972	3.5145	3.1946	3.3303	3.2205	3.3637	3.2781	3.3966	3.6313	3.9301	3.4101	3.3557	3.8936	3.3053	3.2613	3.6364	3.299	3.7217	3.1309	3.1339	2.9251	3.4297	3.153	3.2679	3.3404	3.2487	3.3181	3.404	3.4028	3.4716	3.4268	3.4152	3.3805	3.5455	3.3091	3.4766	3.2971	3.3995	3.1145	3.2587	2.9305	3.2423	3.4397	3.7058	3.6055	3.1418	3.2972	3.3125	3.4829	3.4418	3.386	3.3845	3.3949	3.4107	3.2641	3.2003	3.35	2.9769	3.0021	3.1911	3.2694	3.3715	3.4226	3.2936	3.3352	3.3937	3.226
"RPL7L1///WAC-AS1"	8.2703	9.3735	8.2299	8.6712	9.1911	8.5583	7.3772	8.2884	8.5356	8.5352	8.4422	8.4627	8.2696	9.0455	8.4231	7.9405	8.5663	8.8604	8.2037	8.7033	7.3142	8.4974	8.4849	8.8065	8.0291	8.446	8.3842	7.9829	8.9748	8.7887	8.4734	8.7618	8.4927	8.1924	8.4195	8.6291	8.6932	8.7128	9.2362	9.0997	8.8264	8.8765	8.7451	8.9363	8.4602	8.598	8.2659	8.3003	9.2234	8.6129	8.9845	9.1128	8.2004	6.1751	9.035	8.1067	8.7554	8.2314	8.9691	8.5031	8.4735	8.6544	8.6532	8.3252	8.7264	8.4558	7.4913	8.7131	9.0442	8.0056	8.1344	8.719	8.5654	9.0449	8.6174	8.3963	8.7616	8.406	8.337	9.1051	8.7439	9.3646	8.6994	9.1971	8.6189	9.1837	8.839	8.1226	8.7986	8.9865	8.5036	9.1187	7.6112	7.9202	8.2323	8.2786	9.2282	8.6992	8.7587	8.903	9.111	9.0039	8.6911	8.839	8.5949	7.4575	7.9029	8.3624	8.6118	9.0238	8.97	8.9346	8.3921	8.9285	7.0613	8.3162	7.0931	8.9287	8.4333	8.0709	8.4563	8.5356	8.4694	8.8867	8.2308	8.5933	8.858	8.4352	8.841	9.0144
"RPPH1"	6.1011	6.2184	5.8035	6.536	5.8304	5.6939	6.2438	5.8777	6.001	6.1137	5.7698	6.0154	5.955	5.7103	5.7498	5.7412	6.1253	5.6138	5.6416	5.6663	6.0829	5.69	5.7943	5.5658	5.9381	6.2249	6.1147	5.7989	5.8089	6.2132	6.1302	5.7842	5.9013	5.9808	5.7162	5.7929	5.6077	5.7124	5.6865	5.6397	5.9406	5.6009	5.6966	5.7785	5.7514	5.7787	5.6951	5.844	5.5057	6.0217	5.727	6.4264	5.6577	6.1645	5.9364	6.5312	6.7476	6.982	5.915	5.8082	5.9341	5.9789	5.7376	5.7357	5.6637	6.0704	5.5794	5.8285	5.8227	6.4812	6.0082	6.6489	6.2561	6.4604	6.0479	6.2051	5.6839	6.3894	6.0371	5.0929	6.0831	5.7723	6.0659	5.3234	6.0104	6.197	5.6324	5.9246	6.1956	6.0488	6.2031	5.6494	6.7878	5.8075	5.9205	5.6281	6.141	5.5831	5.421	5.6997	5.9381	5.2431	5.6088	5.6718	5.2437	6.2165	5.8945	5.6061	6.0358	5.8174	5.4861	5.7197	6.3822	5.7904	6.3048	6.0202	6.1495	5.8984	5.8975	6.3863	5.6507	5.632	5.8324	6.0562	5.7583	6.1141	5.6384	5.2368	5.9938	6.2171
"RPS15"	4.9276	4.2491	4.1058	4.2755	4.0997	4.5875	4.4788	4.3395	4.2743	4.3835	4.655	4.4903	4.4744	4.9715	4.3678	4.5007	4.2604	4.1212	4.3557	4.2322	4.2431	4.3736	4.6585	4.6885	4.5561	4.1756	4.531	4.4338	4.1857	4.5205	4.4699	4.6206	4.3791	4.5055	4.2003	3.9559	4.2809	3.6569	4.6811	3.8907	4.3769	4.366	4.3758	4.3625	4.5396	3.8585	3.847	4.9795	4.6251	4.4756	4.8845	4.7534	4.9756	4.8038	3.9606	4.3323	4.1929	4.6609	4.0027	4.0894	4.2872	4.3628	4.0003	4.4835	4.3967	4.3137	4.7706	4.3352	4.1998	3.7047	4.3985	4.2387	4.0973	5.0906	3.9712	4.3962	4.0481	4.3529	4.668	4.2511	4.582	4.3003	4.5071	4.1201	4.2556	3.9339	4.448	4.7397	4.6527	4.8368	4.8055	4.2418	5.0744	4.1611	4.4705	4.0395	4.9353	3.9971	4.5196	4.7364	4.3615	3.9862	4.499	4.5904	4.5569	4.2068	4.4758	4.1587	4.6705	4.4913	3.6941	4.5219	4.2551	4.4462	4.4193	4.2512	4.7261	4.07	4.0455	4.1724	4.0223	4.1376	4.4676	4.0035	4.4448	4.6825	4.394	4.8642	4.4153	4.0836
"RPS6KA2-AS1"	6.0443	5.6338	5.2012	5.3353	5.3992	5.4343	5.335	5.3854	5.4431	5.1126	5.5877	5.2695	5.2682	5.2869	5.4722	5.7674	5.486	5.1385	5.3235	5.3845	5.3561	4.8686	5.3204	5.3297	5.3162	5.551	5.2876	5.2564	4.7066	5.0166	5.3855	4.8994	5.0978	4.9417	5.4279	5.4059	5.2681	4.9985	4.6562	5.1126	4.8955	4.9294	5.3833	5.2844	5.2205	5.5691	5.6744	5.6069	5.6885	5.3396	5.5087	5.0117	5.2557	6.0998	5.0747	5.6081	5.1769	6.0476	5.4925	5.2796	5.2393	5.1838	5.2079	5.0814	4.9675	5.4958	5.779	5.1387	5.3294	5.17	5.1575	4.6651	5.053	5.3181	5.5836	5.5889	5.1065	5.7148	5.4262	5.17	5.0279	5.3046	5.3058	5.1297	5.2359	5.4301	5.4292	5.9807	5.7047	5.6022	5.3361	5.7299	5.7915	5.2167	5.3533	5.4926	4.5951	5.0995	5.7371	5.0945	5.0044	4.8353	5.4599	5.3665	5.504	5.4629	5.7369	5.0658	5.2283	5.1983	5.5053	5.3031	5.518	5.389	5.672	5.3207	5.912	4.8443	5.3696	5.5109	4.9764	4.9722	4.9737	5.2981	5.6074	6.088	5.085	5.1585	6.0878	5.4456
"RREB1"	5.041	5.0627	4.5738	4.162	4.6132	5.311	4.872	5.0769	4.7442	6.1012	5.3643	5.3518	5.0543	5.8011	5.6467	5.0581	5.5912	6.4428	5.5061	5.45	5.0735	5.8104	6.1434	5.6363	5.2287	4.9474	5.0243	5.658	5.882	5.8954	5.3118	5.661	5.5416	5.1949	5.03	5.6568	5.229	5.2947	5.8947	5.0646	5.0978	5.6418	5.3833	5.4574	4.9333	4.7847	4.8316	5.4431	4.5648	6.0067	4.6298	5.5796	4.9816	4.303	5.293	4.1035	4.6317	4.6532	4.4131	4.9036	4.7588	5.6412	4.8263	5.2046	4.9837	4.9161	4.9568	4.5552	4.4991	4.3136	4.7687	5.0839	4.7084	5.5776	4.4377	5.0053	5.2512	4.984	5.2079	4.8695	4.8074	4.4704	5.318	4.5314	4.7986	4.4169	4.5594	4.1104	4.7864	4.5724	4.3544	4.5952	5.0642	5.1066	5.4739	4.9868	5.391	5.6137	4.6948	5.2895	5.1377	5.6214	5.8861	5.9451	5.7037	4.7709	4.7709	4.4308	5.198	4.4814	4.5123	4.5809	4.2171	4.632	4.5805	4.312	5.4098	5.5033	4.9965	5.28	5.6221	6.0221	5.7037	5.7623	5.4022	4.3513	5.7757	5.8817	4.9894	4.5414
"RRN3P1"	5.7203	6.4034	5.5122	5.4739	5.8025	5.8421	5.3346	6.1696	5.6328	6.1382	5.3943	6.0877	6.398	5.6618	5.7426	5.8989	6.1417	5.8919	5.8568	5.9165	5.8502	6.6556	5.76	5.9539	5.6443	5.8294	6.5185	6.077	6.2445	6.187	6.0524	6.2595	5.851	6.346	5.9681	6.1158	6.285	6.1255	6.4313	5.7285	6.8649	7.1405	7.1037	5.717	5.4388	5.9099	5.5644	5.9706	6.6446	6.9276	6.7481	6.3165	6.1062	5.9346	5.503	5.3992	5.5358	5.1532	5.6623	5.9537	5.8615	6.1491	5.5175	5.8327	6.1121	5.8216	5.7385	5.9794	5.7595	6.303	6.1659	6.3597	5.7729	6.1883	5.8629	5.8026	6.2575	5.524	6.1551	6.8381	6.0295	7.0782	6.2447	7.1952	6.2691	5.7356	6.5646	5.739	6.2069	6.0203	5.5068	6.3521	5.6592	5.8474	5.5708	5.8727	6.7565	6.3876	6.6745	6.2486	6.8346	7.4217	6.7771	7.0474	7.2484	6.0102	5.5502	6.1504	6.2249	6.5335	6.2474	6.6378	5.5338	6.1569	5.5193	5.3834	6.0526	6.648	6.0473	5.739	6.3178	6.231	6.2142	6.1454	5.6183	4.8937	6.3571	6.831	6.0285	5.4519
"RRN3P2"	4.6085	4.5212	4.3599	4.7201	4.3135	4.1217	4.5673	4.3722	4.3323	4.5525	5.1741	4.4799	4.8213	4.2378	4.7181	4.5164	4.754	4.3903	4.4828	4.9055	4.9579	4.6542	4.6566	4.7831	4.8871	4.5163	4.4308	4.5756	5.115	4.5687	4.3693	4.2366	4.7652	4.6765	4.3846	3.8846	4.7451	4.8571	4.7131	4.4007	4.8666	4.7509	4.7927	4.1365	4.3841	4.3187	4.1789	4.2387	4.3309	4.7722	4.8154	4.5728	4.2058	4.5571	4.2993	4.3972	4.5305	3.8972	3.7986	4.1605	4.2139	4.2793	4.0907	4.4179	4.3149	4.4894	4.3073	4.2227	3.9925	4.5728	4.1894	4.468	4.4189	4.9415	4.4034	4.4442	4.4559	4.3366	4.6945	4.0992	4.2953	4.3364	4.7645	4.4556	4.2864	4.1795	4.14	5.0772	4.5138	4.9571	3.8981	4.3165	4.5963	4.4582	4.251	4.3501	4.7186	4.808	4.5724	4.7589	4.8112	4.4092	4.52	4.7808	5.0758	3.9957	4.4205	4.4932	4.2941	4.4395	4.6049	4.2628	4.086	4.1692	4.5041	3.9125	4.7897	4.5195	4.2979	4.7916	4.1731	4.6006	4.4557	4.8879	4.3037	4.5526	4.5411	4.496	4.0491	4.2841
"RRS1-AS1"	3.0778	2.7687	3.3178	2.9943	3.0091	2.7539	3.4571	3.0272	2.9885	2.7062	2.8412	2.8711	2.9551	2.7713	2.7815	3.0489	2.6832	2.7179	2.7955	2.8932	2.7213	2.7737	2.7775	2.9912	3.0057	2.8731	2.9121	2.6363	2.722	2.7667	2.7069	2.9973	2.7263	2.7633	2.9904	2.6538	2.7588	3.0576	2.9116	3.0903	2.8559	2.691	2.7575	2.8982	3.022	2.8806	2.7667	2.9036	2.9113	3.0127	3.1861	2.7718	2.8805	3.0421	2.68	3.1602	3.1536	2.8947	2.6154	3.302	3.0187	2.7315	2.7084	2.9729	3.0573	2.8332	2.6816	2.6989	3.1054	3.1652	3.0453	3.141	2.7723	2.7314	3.0957	3.026	2.7982	2.9318	3.173	2.7132	3.5136	3.0273	2.8559	2.8233	3.4728	2.882	2.759	2.737	2.9434	2.8817	2.7477	2.8766	2.7379	3.0249	3.1654	3.0703	2.8491	3.0409	3.1567	3.0394	2.8686	2.8986	2.7633	2.578	2.8333	3.0378	3.0546	2.8103	2.7847	3.0097	2.7166	2.9832	2.7934	3.0216	2.8748	2.7821	3.1232	2.9512	2.7173	3.0952	2.8449	2.8108	3.1285	3.1287	3.4477	2.8656	2.8426	2.8336	3.1403	3
"RTEL1-TNFRSF6B///TNFRSF6B"	6.1093	4.889	5.0144	5.7621	5.4176	5.3879	5.364	5.2525	5.0232	5.886	5.5257	5.6247	5.3889	5.2966	5.7369	5.6735	5.7199	5.4036	5.184	5.3702	5.8737	5.4347	5.5634	5.5344	5.7698	5.653	5.4989	5.2975	5.5972	5.6867	5.3373	5.2179	5.0667	5.1457	5.128	5.2169	5.4801	5.4865	5.8789	5.3837	5.8398	5.9948	5.5136	5.5056	5.2048	5.5049	5.1815	5.2998	6.2143	5.203	5.6521	5.0774	5.2637	5.8179	5.4518	5.1885	5.7409	5.2087	4.9093	5.3275	5.3574	5.3105	4.9993	5.6135	5.5438	5.9636	6.024	5.0794	5.3426	5.3246	5.5014	5.4139	5.3444	5.592	5.4063	5.5785	5.1608	5.3512	5.2981	5.461	5.5924	5.1588	5.4519	5.7342	5.3241	5.6079	5.2324	5.5841	6.0749	5.1891	5.7158	5.2124	5.4793	5.2847	5.5494	5.1394	5.9398	5.2586	5.9843	5.5646	5.5752	5.4144	5.958	5.7153	6.0973	5.242	5.5789	5.2918	5.4373	6.0046	5.0783	5.1771	5.6141	5.1153	5.3009	4.971	5.6992	5.2802	5.3821	5.1723	5.1263	5.2787	5.1891	5.2859	5.4613	5.3783	5.4841	5.688	6.4748	5.2667
"RTEL1///RTEL1-TNFRSF6B"	5.4299	4.9325	4.8818	5.0421	4.5923	5.0441	5.6734	4.5407	4.4756	4.3245	4.5294	4.4882	4.3125	4.5732	4.3937	4.7926	4.4181	4.1533	4.329	4.3521	4.3641	4.3414	4.5564	4.6084	4.7819	4.7077	4.301	4.6235	4.2873	4.2742	4.7745	4.4975	4.4592	4.3866	4.3107	4.5114	4.4635	4.4599	4.2879	4.4255	4.389	4.186	4.2103	4.8689	4.7274	4.9207	4.9047	4.6623	4.7541	4.4657	4.7644	4.833	5.1157	5.7569	4.6163	5.3649	4.7752	5.9084	4.9031	4.7245	5.1425	4.3677	4.7327	4.4851	4.2757	4.9592	5.0824	4.8102	4.6179	4.9934	4.6056	4.3246	4.5611	4.8269	4.6639	4.732	4.3163	5.1301	5.3899	4.722	4.7407	4.8376	5.2915	5.1147	4.8297	4.6122	4.8578	5.1565	5.5736	5.0968	4.7495	5.1937	4.6417	4.5324	4.6589	4.3014	4.6278	4.3049	5.0287	4.9158	4.798	4.2644	4.4316	4.2715	4.4451	4.7485	4.5461	4.2294	4.6167	4.8097	4.588	4.9453	5.0346	5.112	5.5144	4.7687	5.2461	3.9686	4.5952	4.3754	4.262	4.3397	4.2013	4.4307	4.6777	5.5936	4.4752	4.6012	5.3426	4.8213
"RUNX1-IT1"	6.1888	8.1011	7.6131	7.3259	6.6944	7.4302	7.0585	7.4863	6.6451	7.6218	8.007	8.2139	7.9002	8.8941	7.2887	6.5562	7.8144	8.5687	7.9709	7.1923	7.0592	8.6648	9.2848	8.6408	7.8644	6.7069	7.8841	7.9558	7.5236	8.9452	7.4462	8.2724	7.4265	8.2378	7.1686	7.6251	8.9041	8.4146	8.8651	7.8053	8.5093	9.3953	8.689	7.4943	7.124	7.3912	7.0509	7.9291	7.7281	8.3741	7.9182	9.0785	7.6147	6.3517	8.0131	6.2477	6.7799	5.881	6.7085	7.7842	7.0074	7.4867	6.7741	8.0423	7.7718	7.605	6.9677	7.3447	6.5605	6.6276	7.1159	7.2991	7.4386	8.0667	7.2042	6.955	7.5141	6.5356	8.3247	8.4224	8.2356	7.9942	7.5607	8.1443	7.7413	7.3105	7.4786	7.1048	6.6302	7.554	6.4579	7.4424	5.6041	6.87	7.0199	6.2283	8.2019	8.0812	8.3704	8.5841	8.3683	9.0154	8.7577	8.8692	8.7941	6.8546	6.4744	6.2437	6.5437	7.8844	8.0433	7.4283	6.3615	7.3313	6.3225	7.3057	6.0329	8.6062	7.2895	5.9588	7.4982	8.7241	9.5317	8.8788	8.005	6.3497	9.4324	8.895	6.5312	7.5784
"RUSC1-AS1"	4.6485	4.2716	3.597	4.48	3.7224	4.2148	4.3635	3.8928	4.5969	5.2074	4.7704	4.369	4.4408	4.5434	4.4436	4.2352	4.5682	4.4872	4.1064	4.2769	4.5408	4.5721	4.5899	4.3551	4.4489	4.4848	4.561	4.2767	4.809	4.4856	4.4317	5.0726	4.8765	4.7178	4.906	4.4626	4.4388	4.2469	4.4248	4.4442	4.4818	4.5585	4.4855	4.1698	4.3348	4.2355	4.169	4.3268	4.3637	4.2475	4.4181	4.2152	4.2433	4.8514	4.4226	3.993	4.0974	4.4573	3.916	4.1378	3.9777	4.3066	4.2878	4.2512	4.1298	4.1001	4.5849	3.796	4.0682	4.0889	4.2991	4.1177	4.1765	4.2893	4.8886	4.2718	4.2225	4.013	4.5059	4.1042	4.3569	4.0547	4.1175	4.1864	4.0971	4.0967	4.2977	4.1076	4.58	4.4212	4.041	4.0063	4.6044	4.3271	4.4872	4.24	4.1758	4.269	4.1894	4.1653	4.2978	4.644	4.7272	4.8252	4.3298	4.387	4.7512	4.0881	4.1203	3.6999	4.327	4.4438	3.7958	4.0264	4.62	4.4119	4.4521	4.5059	4.028	4.7823	4.2292	4.7027	4.9759	4.352	4.9218	4.1854	4.8968	4.3374	3.8443	3.57
"SACS-AS1"	3.8164	3.2985	3.3773	3.2585	3.1336	3.2911	3.3038	3.2443	3.4224	3.478	3.6237	3.1646	3.5983	3.3371	3.2881	3.4265	3.4615	3.2916	3.2824	3.1649	3.4135	3.2622	3.3514	3.2607	3.4992	3.3266	3.3776	3.4104	3.204	3.2489	3.1469	3.1814	3.3662	3.3258	3.3718	3.3202	3.215	3.279	3.1305	3.2533	3.2372	3.2458	3.3264	3.2727	3.472	3.2535	3.3315	3.4333	2.9364	3.4093	3.1465	3.1838	3.3618	3.4514	3.199	3.234	3.2953	3.2582	3.1998	3.2926	3.1607	3.2396	3.3527	3.33	3.2235	3.276	3.3833	3.1255	3.4544	3.3068	3.2635	3.6181	3.1892	3.3594	3.2556	3.4885	3.3012	3.4353	3.2365	3.1286	3.3682	3.1685	3.2673	3.1203	3.3918	3.1752	3.2647	3.4242	3.2202	3.2214	3.3357	3.2454	4.1782	3.3729	3.329	3.2608	3.2124	3.5212	3.3005	3.1434	3.217	3.0747	3.3011	3.258	3.2564	3.6477	3.5561	3.3677	3.3653	3.3926	3.0956	3.2362	3.2727	3.3363	3.7446	3.2812	3.7052	3.2181	3.3081	3.4524	3.2397	3.1222	3.1456	3.3803	3.2681	3.4084	3.1054	3.2944	3.544	3.1814
