"ID" "GSM244467"	"GSM244468"	"GSM244469"	"GSM244470"	"GSM244471"	"GSM244472"	"GSM244473"	"GSM244474"	"GSM244475"	"GSM244476"	"GSM244477"	"GSM244478"	"GSM244479"	"GSM244480"	"GSM244481"	"GSM244482"	"GSM244483"	"GSM244484"	"GSM244485"	"GSM244486"	"GSM244487"	"GSM244488"	"GSM244489"	"GSM244490"	"GSM244491"	"GSM244492"	"GSM244493"	"GSM244494"	"GSM244495"	"GSM244496"	"GSM244497"	"GSM244498"	"GSM244499"	"GSM244500"	"GSM244501"	"GSM244502"	"GSM244503"	"GSM244504"	"GSM244505"	"GSM244506"	"GSM244507"	"GSM244508"	"GSM244509"	"GSM244510"	"GSM244511"
"LOC101929718"	0.9109	0.9618	1.0238	0.9398	1.0821	0.8654	0.8332	0.7801	0.9401	0.8941	1.1066	1.0365	1.1182	0.8724	0.9489	0.9668	0.9112	0.7107	0.895	0.8984	0.9328	1	1.2996	0.7278	1.1638	1.3404	0.9071	0.9632	1.2497	1.3781	0.9752	0.9762	1.7557	1.2072	1.3111	0.9497	1.1194	1.1613	1.0352	0.9579	0.864	0.9932	1.5739	1.0563	1.0456
"LOC101929719"	0.992	1.0058	0.9423	0.8566	0.9894	1.0585	1.0331	0.9801	0.8523	1.06	0.9213	0.9666	0.9926	1.101	0.9732	0.7635	0.978	0.7035	1.0001	0.7733	1.0355	1.0583	0.7766	0.6746	1.0665	0.9831	1.0054	0.7094	1	0.8843	0.8684	1.0133	0.8384	0.9764	1.1277	0.9198	0.7762	0.9349	0.8622	0.9439	1.0264	1.0903	0.8631	1.1039	0.9328
"LOC101929734"	1.094	0.997	1.185	0.7699	0.8728	1.0032	0.7664	1.1399	0.8944	1.0458	0.7736	0.8986	0.9736	0.9446	0.9555	1.262	0.7133	1.0148	0.6782	1.3486	0.8244	1.0818	1.014	0.9319	1.1373	1.0755	1.1983	0.8923	1.0185	0.9241	0.8913	0.8992	1.1045	1.3474	0.8151	0.92	0.9268	0.9424	1.7196	0.6965	1.0875	1	0.6864	0.6989	1.0409
"LOC101929745"	1.2157	0.9807	1.2996	0.81	0.8427	1.0166	0.9746	1.131	1.0599	0.953	1.3971	0.8995	1.037	0.9837	1.0082	1.3123	1.1422	1.0629	1.0258	0.9341	0.9673	0.9224	1.0391	0.9738	1	0.9971	1.2376	1.0029	0.9072	0.9622	1.1687	1.1544	1.1187	1.027	0.9589	1.0061	1.0286	0.792	0.9729	0.8901	0.9306	1.027	1.0256	0.9816	0.8945
"LOC101929747"	0.9194	1.1448	1.4038	1.0668	1.0796	1.4025	1.3068	0.9672	1.0966	0.9169	1.1675	1.361	1.197	1.4706	1.3476	1.1432	1.4224	1.235	1.4076	1.4426	1.3044	0.9233	1.1259	1.3007	0.8724	0.9818	0.8859	0.9959	0.6625	0.7738	1.1893	1.1305	1.3641	1.6691	0.9974	1.1769	1.6586	1.0188	1.6262	1.2862	1.0321	1.0845	0.9603	1.2763	1.294
"LOC101929752"	1.4844	1.2039	0.9677	0.7109	1.4208	0.9994	1.2083	0.9496	1.4773	1.1399	1.0837	1.0161	0.9481	1.1554	0.8815	0.8935	1.1831	0.9107	0.9256	0.9882	1.4549	1.2207	1.069	0.8191	1.024	0.6941	1.1053	0.9212	1.6414	1.1798	1	0.9079	1.4788	0.8252	1.2454	1.4304	1.0397	1.578	0.8383	1.0746	0.7732	0.9463	0.9685	1.4859	1.0897
"LOC101929757"	1.0954	0.9935	1.0636	0.933	1.0219	1.0798	0.9459	0.9919	1.1348	1.0017	1.5413	1.0032	0.9007	1.0067	0.9543	1.0415	1.3216	0.7869	1.0626	0.8214	1.1982	1.1313	0.9587	0.8287	0.7925	0.8859	1.0077	1.0214	1.2463	1.29	0.8019	0.9958	1.1812	0.8875	1.3125	1.3176	0.8866	0.8617	0.9743	1.0482	1	0.8755	1.0295	1.1391	1.1269
"LOC101929759"	1.1773	1.463	0.9249	1.0517	0.802	1.2224	0.8761	0.9433	1.2157	0.921	1.1665	0.9902	1.3474	1.4081	1.1524	1.0677	1.1002	1.0067	0.9099	1.2199	1.2294	0.9653	1	1.1069	0.8843	0.8806	1.131	1.0237	0.999	1.0685	0.9902	0.9117	1.6279	0.9464	1.3083	1.4809	1.2401	1.0462	1.1335	0.9841	1.0048	1.0414	0.9714	1.1401	1.5418
"LOC101929760"	0.8173	0.7531	1.3104	0.9565	0.8159	1.2973	1.079	0.7967	0.906	0.9137	0.9945	1.0648	1.1259	0.8862	0.7619	0.9974	0.7828	0.8184	1.1308	1.0432	0.8906	1	0.965	0.8322	1.0316	1.2465	0.7983	1.1879	0.8886	1.4587	1.0204	0.9671	1.3241	1.0693	0.9029	1.0887	0.7661	1.1153	0.8252	0.7823	1.2789	0.8067	0.9544	1.0432	0.7752
"LOC101929761"	1.0507	1.1457	0.787	0.8458	0.8844	0.8305	0.7463	1.0177	0.8888	1.0654	0.9786	0.8429	0.7723	0.8626	0.8444	0.8526	0.7623	0.7199	1.0006	0.701	0.9329	1.1514	0.8086	0.9118	0.8505	1.024	0.9483	1.2355	1.0328	1.2958	1.0845	0.9711	0.6294	0.722	0.9025	0.819	0.8353	0.7673	0.7484	0.8884	0.9948	1	0.8803	1.298	1.2249
"LOC101929765"	1.4492	1.0405	1.1298	1.0779	1.1454	1.1297	1.3134	1.042	0.9459	0.8843	1.0209	1.0677	1.4891	1.3373	1.2483	1.0705	1.2691	1.0295	1.1363	0.9566	1.1923	1.1135	1.1821	0.9138	0.981	0.9012	1.0127	1.148	1.3294	1.0921	1	0.9439	0.9543	1.3324	1.1598	1.1616	1.0542	1.0259	1.0569	1.1243	1.0146	0.8945	0.9889	0.9481	1.251
"LOC101929787"	0.7382	0.5229	0.5032	0.6249	0.3726	1.0246	0.7156	0.7532	0.6516	0.49	0.6816	1.0127	0.6308	0.7724	1.622	0.5958	0.4585	0.9625	0.8076	1.1931	0.636	0.6673	0.9854	1.2609	1.0296	1.8259	0.5411	1	0.6533	0.7173	0.8068	0.8246	0.7903	0.8011	0.6626	0.4482	0.8258	0.5846	0.4966	0.6334	1.3985	1.1798	1.5769	1.2999	0.9664
"LOC101929855///LOC102724851"	0.66	0.7829	0.5905	0.5284	0.611	0.7884	0.7006	0.8902	0.57	1.0447	0.5863	0.598	0.6155	0.7246	0.5886	0.6827	0.5685	1.0459	0.6419	0.7767	0.6391	0.6481	0.8771	0.9133	1.0554	3.726	0.8936	1.425	0.7305	1.0894	1	0.5389	0.6218	0.7235	0.5293	0.5102	1.0052	0.7989	0.7389	0.7675	1.6196	1.0611	0.569	1.2127	0.3965
"LOC101929857///LOC101929864///SLX1A///SLX1A-SULT1A3///SLX1B///SLX1B-SULT1A4///SULT1A3///SULT1A4"	0.7803	1.1762	0.997	1.1517	1.4075	1.0121	0.9272	0.8295	0.9617	0.7847	1.0152	0.9853	1.1129	0.9664	0.8191	0.8423	0.9876	1.0935	0.9715	0.9918	0.8626	1.1241	0.9961	1.0174	1.1909	0.8246	1.2516	1.1303	0.9256	0.6453	1.134	0.9837	0.6708	0.8841	0.9287	0.9292	0.9434	1.0064	0.9883	1.0108	1	1.1194	0.8242	0.9087	0.754
"LOC101929857///SLX1A-SULT1A3///SLX1B-SULT1A4///SULT1A3///SULT1A4"	0.42	2.5261	0.9058	6.5242	1.6051	1.084	0.9763	1.3657	0.9157	1.5376	1.8911	0.6539	1.666	1.8141	1.3708	1.4457	0.6194	1.492	2.2902	1.3781	1.3094	0.8104	0.8601	0.9903	0.7964	1.1349	1.4264	2.0008	1.0976	0.569	0.6443	0.9629	0.2803	0.6501	0.8383	0.8181	0.952	0.5437	0.8258	0.9287	1.3851	2.4814	1.2053	0.9496	0.7249
"LOC101929865///LOC101930243"	1.0041	1.2142	1.111	1.1228	0.9468	1.0741	0.9655	1.064	0.9206	0.9774	1.075	1.0988	1.1166	1.1915	1.1449	1.0764	1.047	1.0605	1.0603	1.1151	1.0832	0.994	0.9258	0.9684	0.9779	0.9595	1.0715	0.8986	1.3004	0.8536	1.0727	0.969	1.1687	1.1461	1.2133	1.1794	1.014	1.0031	1.1028	1.1833	0.9348	1.1001	1.2631	1.0311	1.0085
"LOC101929897"	1.4391	1.5431	1.1323	1.0853	2.0103	1.251	1.024	1.0023	1.5776	1.194	1.1886	1.3054	1.3805	1.3594	1.3276	1.0835	1.2001	0.8571	0.9435	0.9461	1.4167	1.3616	0.9035	0.8427	1.2909	0.6597	1.1824	0.9325	1.4136	0.9328	1.1566	1	1.5079	0.8978	1.6957	2.0135	1.1886	1.7078	0.8202	1.3319	0.9954	0.8492	1.1817	1.0656	1.6426
"LOC101929949"	0.9988	1.044	1.1484	0.8675	0.9096	1.1356	0.9811	0.7813	0.8878	1.0166	1.3295	1.1139	0.915	1.0628	0.9381	0.9666	1.1933	0.7658	1.449	1.1085	0.8359	1	0.8234	1.0143	1.2301	0.8587	0.875	0.9166	1.1699	1.1828	0.9472	0.9821	1.1838	1.1397	1.1316	1.0319	0.9619	0.7722	0.8366	0.8963	1.0887	1.2517	0.9116	1.1027	0.9528
"LOC101929953///LRRC37A5P"	1.2335	0.8689	0.9157	0.826	0.9652	0.8921	0.9515	0.9964	1.1101	0.9646	0.8947	1.0219	1.114	0.9064	0.882	0.886	1.1148	0.8866	0.9162	0.8521	1.0749	1.4018	0.9508	0.9853	1.149	0.9441	1.1015	0.9902	1.3757	1.0747	1.0569	1.0028	1.012	0.846	1.2829	1.1416	1.0182	0.9329	0.78	1.062	0.9319	0.9704	0.9338	1	0.8055
"LOC101929963///LOC101930299"	1.0582	1.1361	1.149	0.9457	1.0485	1.0637	1.0846	0.9476	1.0791	0.9692	1.6397	0.9834	1.1204	0.9721	1.0017	0.8764	1.2868	0.9499	0.8644	1.0183	1.0801	0.8769	0.7312	0.8726	1.1449	0.9959	1.2689	1	0.9021	1.2499	1.4768	1.0794	1.2994	1.0976	1.1313	1.2037	0.9631	0.891	0.8419	0.9433	0.958	1.0167	0.9896	1.2483	1.2441
"LOC101929988"	1.0179	0.9105	0.9322	1.0933	1.0461	1.0209	0.8902	0.6436	1.3153	1.0101	1.2297	0.8301	0.8793	0.8351	0.9912	0.9092	1.2967	0.9647	1.2095	0.8969	0.8484	1.0662	0.8005	0.6962	0.9233	0.7207	1.0443	1.2618	1	1.1588	0.7767	1.1285	1.4293	0.6693	1.6659	1.329	0.8862	1.11	0.7259	1.0508	1.0001	0.8901	0.8248	1.3828	1.1872
"LOC101930028///LOC101930449"	0.9896	1.0055	1.0157	0.8145	0.9016	0.9497	0.8979	0.8902	0.7791	0.9181	1.066	0.9265	0.8233	0.9728	0.9243	1.0373	1.0349	0.9386	0.8952	1.0006	0.9481	0.9385	1	0.9026	1.018	1.029	0.8505	0.997	0.8746	1.1191	1.0545	0.9628	1.0702	1.1011	1.0602	0.7792	0.9694	1.017	0.7733	0.8944	1.1056	1.1961	1.0271	0.8487	1.1584
"LOC101930048///LOC101930053///VLDLR-AS1"	1.4343	1.2614	0.6691	0.8089	1.2456	1.0237	1.3943	1.0636	1.1655	1.1298	1.3832	1.1647	1.0455	1.2823	1.1326	0.896	1.7354	1.0929	1.1447	0.9145	1.2382	1	0.826	0.8597	1.0286	1.0429	1.0284	0.9735	0.9636	1.1208	0.8046	1.1923	1.1672	0.7047	1.6747	1.4467	1.2322	0.9035	0.9817	1.0574	0.8458	1.0663	0.9618	1.0754	1.565
"LOC101930114"	5.6462	1.3904	1.6199	1.2111	1.1189	1.2916	1.8441	1.3087	1.5386	1.4163	2.7341	2.5211	1.493	1.4318	1.8735	1.6616	1.2452	1.3969	1.3107	0.9897	1.3478	0.8142	0.776	0.8549	0.978	0.9948	1.2849	0.9138	1.1521	0.9912	1	1.1487	1.1975	1.3977	2.9539	1.29	1.2664	1.0409	1.2827	1.3431	1.2235	1.1554	1.0071	1.2546	2.6515
"LOC101930149///LOC101930286"	0.921	1.0615	1.0361	0.9991	0.8026	0.8794	0.9313	0.9224	1.093	0.986	1.1785	0.9389	0.9925	1.0074	1.0341	0.8383	0.9116	0.7995	0.939	0.8997	1.0761	0.8826	0.8655	1.0922	0.8587	1.0214	1.0482	1	1.1895	0.9985	0.8011	1.2816	2.0953	0.9256	1.2715	1.0022	0.9943	1.0788	0.9557	0.943	0.9528	1.0843	1.3606	0.8536	0.9981
"LOC101930421"	0.7706	0.6809	0.8657	0.5492	0.5913	0.5704	0.5904	0.7002	0.5894	0.5935	0.6659	0.6748	0.8697	0.7005	0.6408	0.7112	0.6097	0.615	0.7456	0.6148	0.7071	1.0319	0.9922	1.1098	0.8646	0.7808	1.3819	0.9226	0.9347	1.695	1.5206	1	1.1179	0.5799	0.9886	0.8018	0.6423	0.7177	0.5175	0.7162	1.0815	1.0667	0.9	0.9479	0.7543
"LOC101930541"	1.2392	1.2116	1.6338	0.9629	1.068	1.1105	0.9396	0.8402	0.9698	0.8865	1.109	1.0216	1.247	1.0853	0.9993	1.3128	1.1238	1.2512	1.0763	1.2374	1.0475	1.0684	0.9351	0.6135	1.0015	0.7866	1.1233	1.0645	1.0815	0.9721	0.9153	0.8935	1.4585	1.1045	1.4069	1.1591	0.9958	1.016	1.0029	1.4116	1.054	1	0.9789	1.4206	1.4095
"LOC101930566///LOC102800447"	1.0328	1.0574	1.0881	0.9893	0.822	0.7241	1.0663	0.9045	0.863	0.9546	1.3392	0.9322	0.9692	1.1373	1.0355	0.9457	0.9841	1.165	1.0741	1.1581	1.0867	1.0443	1	1.0373	0.9334	0.8434	0.9461	1.0149	1.0569	0.9342	0.9583	1.0954	1.3961	0.9558	1.0654	0.9984	1.603	0.9129	1.1771	1.1061	1.0867	0.9687	1.0197	0.9559	1.0702
"LOC101930593///LOC102724352"	1.3608	1.132	1.1197	1.0631	1.2916	1.2506	1.2239	0.9728	1.1549	1.1382	1.8524	1.0914	1.0443	1.1718	1.051	0.961	1.6572	1.1457	1.2643	0.9452	1.1195	0.978	0.8979	1.1364	0.8888	0.9535	1.1556	1.4911	1.1047	1	0.8295	1.2085	2.0522	0.9837	1.4885	1.8302	1.3119	1.2274	1.1723	1.4375	0.742	1.1371	0.9708	1.1297	1.385
"LOC102467079"	0.9711	1.0278	0.9919	0.8366	1.0933	0.9496	0.8923	0.9271	1.2483	0.8873	0.8868	0.8847	1.1691	0.9504	0.9442	0.9009	0.9922	0.8787	0.8871	0.9642	1.1228	1	0.8952	0.8993	1.0772	0.9381	1.0916	1.327	0.917	1.4503	1.0941	1.0096	1.1479	0.8125	1.3854	0.8755	0.9735	0.9305	0.7736	0.934	0.8355	0.8736	0.8958	1.0041	0.9507
"LOC102546226"	1.1275	1.1785	1.0126	1.0476	0.8664	0.9704	0.9962	0.8356	0.955	0.9443	1.1161	1.0219	1.1457	1.1376	1.0636	0.997	1.1114	0.9936	0.9729	1.0525	0.9807	0.9095	0.9729	0.9101	0.9192	0.9255	1.1544	1	1.028	0.9332	1.0191	0.9978	1.1204	0.9847	1.1208	0.8941	1.1269	0.9834	1.0807	1.1118	1.0668	1.0821	1.2941	1.2485	1.3453
"LOC102546294"	1.0171	0.9325	0.7013	0.8178	1.008	0.9437	1.0313	0.7939	1.0057	0.9715	1.0415	1.0798	1.0213	0.8722	0.7353	0.7998	1.0667	0.7867	0.8258	0.7738	0.9245	1.0432	0.6761	0.9428	0.6449	0.8362	1.1539	1.1632	1.0063	0.8833	1.0459	0.9018	1.3096	1.1921	1.0921	1.0571	0.9109	0.8161	1.0232	0.8164	1	1.0396	1.1829	0.9987	1.181
"LOC102546299"	1.0435	1.0464	1.0534	0.8909	1.0249	0.9721	0.9608	0.8514	1.0179	0.9501	1.1542	1.0682	1.1148	0.9561	1.0323	1.0331	1.0476	1.0376	1.021	1.1338	1.2541	0.9952	0.9385	0.9476	0.9675	0.9146	1.0096	1.1455	0.9314	1.1586	1.0859	0.9464	0.9769	1.1379	1.0105	1.249	1.0086	0.9846	0.9496	1.0502	0.8834	1.0791	1.1671	1	1.0787
"LOC102606465"	0.3376	0.3383	0.2065	0.591	1.1119	1.0981	0.9392	0.9887	0.8466	0.9352	0.7356	0.5224	0.5854	0.4532	0.8173	0.6092	0.4429	0.7226	0.3671	0.7006	1.3257	0.2528	1.2012	1.1535	0.5646	1.629	0.7105	0.8727	0.3558	1.4606	1.0106	0.8391	0.3042	0.5613	0.648	0.472	0.5442	0.8524	0.8586	1.0728	1.4387	0.9832	0.9819	1.1227	0.4097
"LOC102659288"	0.8769	0.9038	0.9988	0.6901	0.9614	0.7649	0.8229	0.9479	0.8457	0.8538	1.2741	0.92	0.8139	0.89	0.7253	0.8443	0.8276	0.8852	0.7859	0.887	0.7779	1.0393	0.8869	1.0013	0.9332	0.9035	1.231	1	1.097	0.9372	0.8936	1.2702	0.8815	0.8171	0.9008	0.8717	0.8746	0.8458	0.7241	0.9267	0.9494	1.0531	0.9152	1.025	0.8184
"LOC102723448"	0.9408	0.942	1.0721	0.8838	1.047	0.976	1.0007	0.7783	1.0751	1.0488	1.3001	0.8982	1.0271	0.8769	1.181	1.0875	1.1386	0.9829	1.0346	0.881	1.1246	1.1148	0.7617	1.045	0.9452	0.9951	0.976	0.9819	1.2159	1.1522	0.974	0.9083	1.2485	0.9025	1.3414	1.2221	0.9774	0.9284	0.8315	0.9652	1	1.0574	1.1871	1.0719	0.9667
"LOC102723600///MIR1302-10///MIR1302-11///MIR1302-2///MIR1302-9"	1.044	0.8196	0.8883	0.8311	1.0368	0.8306	0.7532	0.7211	1.3389	0.733	1.2074	0.7266	0.8871	0.6579	0.6694	0.8062	0.8953	0.7295	1.0047	0.8389	1.0177	1.4454	0.9291	0.8178	1.0091	0.9757	0.7985	0.9374	1.1672	1.1254	1.5114	1	1.2076	1.4822	1.1594	1.0842	0.691	0.8966	0.6515	0.814	0.8312	0.999	1.2456	1.3136	0.6009
"LOC102723661"	1.2782	1.3088	1.2563	1.1756	1.3169	1.1437	1.1957	0.9118	1.2173	1.1857	1.2481	1.4766	1.2543	1.1293	1.3052	1.1358	1.2492	1.3496	1.1945	1.0359	1.4786	0.9719	1.0314	0.8691	0.9236	0.8129	1.143	0.9767	1.0865	1.1752	1.0013	1.022	1.8949	1.1716	1.2836	1.6234	1.4721	1.3775	1.1524	1.2253	0.6989	1	1.0415	0.9437	1.4792
"LOC102723678///LOC102723709"	0.8322	0.9497	1.0135	0.6381	0.7607	0.7704	0.8477	0.683	0.6906	0.7946	0.7438	0.7748	1.2009	0.797	0.7711	0.7633	0.7922	1.0044	0.7827	0.9101	0.918	1.1499	0.8515	1.2688	1.0076	1.1135	0.9475	0.7542	0.8264	1.2579	0.7591	1	1.02	0.7153	0.8285	0.9935	0.926	0.8386	1.0465	0.8427	1.0973	1.2543	0.7836	0.7419	0.7778
"LOC102723692"	0.9935	0.6926	0.9188	0.9666	0.7389	0.8944	0.9323	0.9508	0.7534	0.9272	0.8879	0.8188	0.8967	0.8479	0.9853	0.862	0.8759	0.8868	0.7944	1.0203	0.8405	0.9926	0.9617	1.4837	0.9141	1.0807	0.9402	1.2596	1.34	1.1097	0.9579	1	0.8478	0.7913	0.9345	0.6239	0.9974	0.8574	1.4876	0.8484	1.0264	1.2488	0.9442	0.9497	1.3243
"LOC102723721"	1.1584	1.3247	0.915	0.7855	0.9454	0.9675	0.8402	0.9883	0.939	0.8093	1.2526	0.7974	1.0568	0.9932	0.7313	1.0177	1.2477	0.9267	1.0009	0.7406	1.1289	1.0813	1	0.9088	0.7311	1.1632	0.9897	0.8852	1.317	1.1571	1.0691	0.9814	1.4602	0.7906	1.1615	1.0121	0.9663	0.8004	0.8685	1.071	0.9409	1.0962	1.3565	0.767	0.9633
"LOC102723722///NDUFA6-AS1"	0.735	0.6291	0.5669	0.4475	0.6646	0.5857	0.6899	0.5097	0.637	0.4834	0.4946	0.5918	0.6995	0.552	0.4901	0.5644	0.6233	0.5744	0.5281	0.6009	0.5427	1.0204	1.1072	0.999	1.4379	1.0837	0.9351	1	0.8664	1.0067	1.0983	0.9876	0.6256	0.4565	0.7373	0.4686	0.5141	0.6221	0.4344	0.589	0.8549	0.9774	0.8465	1.0255	0.707
"LOC102723742"	1.1394	0.9408	1.1897	1.1507	1	0.9323	1.0449	0.9494	0.9555	1.0323	1.0406	1.1728	1.1807	0.9113	1.0908	1.4393	1.1108	1.0812	1.1556	1.1194	1.178	0.8465	0.979	1.1621	0.8905	0.9504	1.1872	0.902	1.1989	0.9146	1.0261	1	1.5691	1.1047	1.2015	1.3261	1.0446	0.9225	1.1757	0.9879	1.2155	1.0223	0.9728	1.0842	1.0694
"LOC102723757"	0.8639	1.2011	0.8958	1.0474	1.1126	0.9364	1.1377	0.9607	1.0113	0.9137	1.0232	1.0563	0.9397	1.2235	0.896	0.8953	1.0252	0.9804	0.9519	0.8953	1.0716	1.0897	1.0129	1.0754	1.3832	0.9951	0.9272	0.9685	1.2715	1.2673	0.6632	0.9318	1.5895	0.8401	1.1573	1.4672	0.9364	1.5831	0.9043	1.1571	0.9348	1	1.0699	0.9141	1.2512
"LOC102723779"	0.9834	1.1031	1.6596	0.8435	1.1891	3.35	3.0623	1.9232	1.5116	0.8462	1.4145	1.8379	1.3618	1.3864	1.61	1.2969	1.2868	2.3221	1.5103	4.0185	1.4036	1.0905	1.4702	1.631	1.2116	1.3236	0.6858	0.6719	0.6102	0.6488	1.7389	1.509	0.8476	1.9505	1.0887	0.9777	1.2196	0.8811	1.3013	0.9536	0.6702	0.9809	1	0.6589	1.2677
"LOC102723809"	0.9918	0.9776	0.8745	1.2155	1.1857	1.0173	1.2396	0.9328	0.9133	0.997	1.0255	0.9318	1.0801	1.1947	1.0077	1.1482	1.0749	1.185	1.4562	1.3317	1.0534	0.9461	1.2076	1.0783	0.9631	1.206	0.9136	0.8569	1.257	0.8866	1.0608	1.1349	1.4494	1.2304	1.0038	1.144	1.4295	1.0388	1.1795	0.9136	1.1588	1	0.933	0.9576	0.9856
"LOC102723831"	0.9321	1.2148	1.1962	0.9709	1.247	0.8861	0.985	0.8104	1.1207	0.8651	1.0074	1.1586	1.0376	0.9116	0.9766	0.838	1.1867	0.8118	0.9633	0.8134	1.0077	1.2499	0.9371	0.8361	0.9313	0.7502	1.0013	0.9438	1.1376	1.2027	1	1.0121	1.4911	0.7259	1.0755	1.6893	0.9756	1.1647	0.9949	1.1494	0.8066	1.1924	0.8157	1.1924	1.2605
"LOC102723927"	0.9967	0.9029	0.9349	0.8301	0.9743	1.0268	1.0052	0.9572	1.0726	1.0668	0.9711	0.9368	1.109	0.8241	0.8338	0.8546	0.9095	0.7634	1.0243	0.8104	0.9445	0.9034	0.9642	0.9656	1.0155	1.0713	1.0293	1	1.3213	0.9732	0.8884	0.9035	1.0267	0.8427	1.3955	0.9638	0.9282	0.9576	0.9864	0.8476	1.1108	0.8805	1.0344	1.2982	0.943
"LOC102723932"	1.091	1.3809	1.2526	1.5698	1.0949	1.2182	1.2004	0.9172	1.2461	1.2362	1.3115	1.4952	1.5664	1.2102	1.3854	1.1762	1.3938	1.2196	1.2432	0.9749	1.6279	1.1173	0.8072	0.9351	0.8796	0.9548	1.2847	1	1.1507	1.1684	0.7351	1.039	2.7616	1.1129	1.5539	1.3953	1.6184	0.9807	1.1836	1.2139	0.8484	1.0225	1.199	0.9787	1.2537
"LOC102723954"	1.1822	0.917	0.817	0.9511	1.1153	0.9212	0.8225	0.8239	1.1163	1.0668	1.0036	1.4106	1.2148	0.8556	0.8398	0.9136	0.992	1.0787	0.9819	1.1308	1.1029	1.0035	0.9919	1.0887	1.1852	1.2528	0.8801	1.1475	1	0.9268	1.0042	0.8649	2.1409	0.7111	1.3622	1.1215	0.8649	0.9614	0.9614	0.9664	0.7588	1.0166	0.828	0.7769	0.9849
"LOC102724009"	1.198	1.2977	0.8642	0.8571	1.4264	1.1233	1.1226	0.9364	1.3555	1.0565	0.9718	1.2421	1.4192	1.1181	1.1346	1.1623	1.2778	0.9677	0.9267	0.8189	1.2851	1.148	0.9831	0.8483	1	0.6462	0.9661	1.2468	1.2847	1.2203	1.1392	0.8729	1.8209	1.0659	1.3559	1.4402	1.0894	1.4794	1.2076	1.5921	0.9544	0.9192	1.0834	1.0478	1.0799
"LOC102724017"	1.0073	0.668	0.6156	1.0684	0.502	0.5802	0.6687	0.8225	0.5961	0.9259	1.0064	0.7995	0.7573	0.6494	0.8328	1.0365	0.8152	1.1166	0.5542	0.6718	0.619	0.671	0.9671	0.9955	0.6253	1.5891	1.436	1.1455	1.0602	0.8812	0.7407	1.0379	0.7217	0.7703	0.7757	0.6797	0.6388	0.6786	0.8784	0.5897	0.8802	1	1.3155	1.1363	1.1943
"LOC102724030"	0.9103	1.1085	0.9217	0.798	0.9645	0.7825	0.9786	1.0704	1.1111	1.0275	0.8357	1.2351	0.9398	0.9668	0.8917	0.8449	1.1437	0.7981	1.1187	0.8184	1.1897	0.9236	0.9601	0.6331	1.0013	0.7863	1	0.9762	1.0903	1.6121	1.0872	0.8576	1.4613	1.1816	1.0298	1.3083	1.1392	0.988	0.912	0.9003	1.028	1.3618	0.9206	1.2423	1.2439
"LOC102724094"	0.7159	0.7452	0.5641	0.5027	0.6163	0.6302	0.4354	0.5371	0.5768	0.5081	0.5644	0.7251	0.733	0.5821	0.5205	0.6094	0.602	0.6142	0.5807	0.6417	0.7665	1.2168	0.7658	0.6601	1.1654	1.0241	1.0623	0.734	1.0571	1.7878	0.844	0.6831	0.5192	0.6143	0.8707	0.8207	0.529	0.8272	0.448	0.7441	0.7077	1	1.0976	0.9797	0.7142
"LOC102724201"	0.8937	0.9284	1.0214	0.642	0.9854	0.8239	0.7123	0.729	0.8829	0.7561	0.8197	0.7923	0.8802	0.8518	0.7588	0.8958	0.8864	0.9014	0.8974	0.7354	1.0023	1.2032	0.8766	0.8728	0.8731	1	1.0238	0.7823	0.9643	1.0349	1.0464	1.1348	0.8447	0.6068	0.9601	1.1018	0.8652	0.7861	0.8507	0.8078	0.9201	1.0194	0.9261	1.1562	0.7794
"LOC102724312"	1.253	1.2342	1.2485	0.7918	0.8859	0.8227	0.9263	0.9134	0.988	0.8974	1.0185	0.999	1.4484	0.9876	1.0362	1.0219	0.8093	0.8544	0.926	0.9025	1.3014	1.2356	0.822	0.9232	1.1373	0.8557	1.2016	0.9314	1.5886	1.4163	1	1.0421	1.388	1.044	1.1962	1.35	0.9185	0.9614	0.9372	1.0186	0.9677	0.8092	1.0229	0.9128	1.3441
"LOC102724316"	0.9052	0.898	1.1422	1.0938	1.317	1.3066	0.9866	0.9322	1.228	1.0396	1.1579	0.9702	1.4235	1.2011	0.9435	1.342	1.1931	1.1289	1.0006	1.0356	1.2988	0.825	0.8572	0.8064	0.9138	1.0676	1.1101	1	0.7234	0.9774	1.0708	1.1068	1.6965	0.9174	1.2784	1.4354	1.1366	1.1698	0.7739	1.1113	0.9314	1.1064	1.0502	1.3371	1.0326
"LOC102724316///PTCHD3P1"	1.0691	1.1853	1.3981	1.503	1.016	1.0237	1.3082	1.1628	1.0068	1.1952	1.3535	1.3529	1.3181	1.3072	1.3943	1.3444	1.0666	1.3788	1.0977	1.3336	1.3606	1.1595	1.0393	1.1379	0.8791	0.9817	1.0222	1.0025	0.9264	0.9675	0.8635	0.8078	1.0095	1.1891	0.885	1.0219	1.3226	0.9131	1.1798	1.0815	1.0917	1.2474	0.8996	0.9745	1.0861
"LOC102724323"	1.2217	1.278	1.2425	0.8263	1.15	0.8434	0.8223	1.1562	1.2821	0.8347	0.8934	1.0983	1.1632	1.1848	1.0284	1.0802	1.174	0.8737	0.9596	0.8343	1.1886	1.203	0.953	1.0235	0.8513	0.8651	1	1.0643	1.2009	1.3056	0.9376	0.8034	1.5083	0.792	1.7904	1.2579	1.0525	1.1349	0.8099	1.1298	0.8046	0.6537	1.0391	1.0913	1.2476
